2021-06-07 23:47:34,445 : Flow Logger HTML_f : Starting HTML Conversion To Json | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:43:40,067 : Heading Extraction Ovaleap_clean_SmPC.json_V : Match Passed : <=4|23.4|(87, 100, 95)|0.972| | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Klinische Wirksamkeit und Sicherheit bei Frauen' | Qrd txt :- 'Klinische Wirksamkeit und Sicherheit' | Matched :- 'True'
2021-06-08 01:43:40,075 : Heading Extraction Ovaleap_clean_SmPC.json_V : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12036' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12033'
2021-06-08 01:43:40,089 : Heading Extraction Ovaleap_clean_SmPC.json_V : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12036' | prevHeadingCurrId :- '12033' | prevHeadingFoundId :- '12033'
2021-06-08 01:43:41,611 : Heading Extraction Ovaleap_clean_SmPC.json_V : Match Passed : <=4|25.0|(86, 100, 95)|0.97| | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Klinische Wirksamkeit und Sicherheit bei Männern' | Qrd txt :- 'Klinische Wirksamkeit und Sicherheit' | Matched :- 'True'
2021-06-08 01:43:41,620 : Heading Extraction Ovaleap_clean_SmPC.json_V : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12036' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12033'
2021-06-08 01:43:41,628 : Heading Extraction Ovaleap_clean_SmPC.json_V : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12036' | prevHeadingCurrId :- '12033' | prevHeadingFoundId :- '12033'
2021-06-08 01:43:42,471 : Heading Extraction Ovaleap_clean_SmPC.json_V : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '5.2 Pharmakokinetische Eigenschaften' | Qrd txt :- '5.2 Pharmakokinetische Eigenschaften' | Matched :- 'True'
2021-06-08 01:43:42,479 : Heading Extraction Ovaleap_clean_SmPC.json_V : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12038' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12033'
2021-06-08 01:43:42,487 : Heading Extraction Ovaleap_clean_SmPC.json_V : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12038' | prevHeadingCurrId :- '12033' | prevHeadingFoundId :- '12033'
2021-06-08 01:43:42,758 : Heading Extraction Ovaleap_clean_SmPC.json_V : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '5.3 Präklinische Daten zur Sicherheit' | Qrd txt :- '5.3 Präklinische Daten zur Sicherheit' | Matched :- 'True'
2021-06-08 01:43:42,766 : Heading Extraction Ovaleap_clean_SmPC.json_V : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12045' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12038'
2021-06-08 01:43:42,775 : Heading Extraction Ovaleap_clean_SmPC.json_V : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12045' | prevHeadingCurrId :- '12038' | prevHeadingFoundId :- '12038'
2021-06-08 01:43:43,224 : Heading Extraction Ovaleap_clean_SmPC.json_V : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '6. PHARMAZEUTISCHE ANGABEN' | Qrd txt :- '6. PHARMAZEUTISCHE ANGABEN' | Matched :- 'True'
2021-06-08 01:43:43,232 : Heading Extraction Ovaleap_clean_SmPC.json_V : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12047' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12045'
2021-06-08 01:43:43,240 : Heading Extraction Ovaleap_clean_SmPC.json_V : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12047' | prevHeadingCurrId :- '12045' | prevHeadingFoundId :- '12045'
2021-06-08 01:43:59,323 : Flow Logger HTML_h : Starting HTML Conversion To Json | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:43:59,331 : Style Dictionary_N : Reading style dictionary in file: rule_dictionary_de.json | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:43:59,368 : Style Dictionary_N : Qrd Section Keys Retrieved For Style Dictionary: ANHANG I, ANHANG II, ANHANG III, B. PACKUNGSBEILAGE | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:43:59,954 : Parser_o : Style Information Stored In File: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Ovaleap\de\2021-06-07T08-05-21Z\outputJSON\Ovaleap_clean.txt | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:44:02,955 : Parser_o : Writing to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Ovaleap\de\2021-06-07T08-05-21Z\outputJSON\Ovaleap_clean.json | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:44:03,146 : Flow Logger HTML_h : Completed HTML Conversion To Json | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:44:03,154 : Flow Logger HTML_h : HTML Conversion To Json,0.0638 Min,6.793873 MB,9.530525 MB,53.1%
 | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:44:03,162 : Flow Logger HTML_h : Starting Json Split | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:44:03,162 : Style Dictionary_x : Reading style dictionary in file: rule_dictionary_de.json | H | CAP |  de | Json | Ovaleap_clean.json
2021-06-08 01:44:03,202 : Style Dictionary_x : Qrd Section Keys Retrieved For Style Dictionary: ANHANG I, ANHANG II, ANHANG III, B. PACKUNGSBEILAGE | H | CAP |  de | Json | Ovaleap_clean.json
2021-06-08 01:44:03,210 : Partition_H : Partitioning Json: Ovaleap_clean.json | H | CAP |  de | Json | Ovaleap_clean.json
2021-06-08 01:44:03,326 : Partition_H : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Ovaleap\de\2021-06-07T08-05-21Z\partitionedJSONs\Ovaleap_clean_SmPC.json | H | CAP |  de | Json | Ovaleap_clean.json
2021-06-08 01:44:03,391 : Partition_H : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Ovaleap\de\2021-06-07T08-05-21Z\partitionedJSONs\Ovaleap_clean_ANHANG II.json | H | CAP |  de | Json | Ovaleap_clean.json
2021-06-08 01:44:03,458 : Partition_H : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Ovaleap\de\2021-06-07T08-05-21Z\partitionedJSONs\Ovaleap_clean_ANHANG III.json | H | CAP |  de | Json | Ovaleap_clean.json
2021-06-08 01:44:03,466 : Partition_H : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Ovaleap\de\2021-06-07T08-05-21Z\partitionedJSONs\Ovaleap_clean_ PACKUNGSBEILAGE.json | H | CAP |  de | Json | Ovaleap_clean.json
2021-06-08 01:44:03,474 : Flow Logger HTML_h : ['Ovaleap_clean_SmPC.json', 'Ovaleap_clean_ANHANG II.json', 'Ovaleap_clean_ANHANG III.json', 'Ovaleap_clean_ PACKUNGSBEILAGE.json'] | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:44:03,474 : Flow Logger HTML_h : Completed Json Split | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:44:03,474 : Flow Logger HTML_h : Split Json,0.0052 Min,0.271106 MB,5.542311 MB,53.1%
 | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:44:03,474 : Flow Logger HTML_h : Started Processing Partitioned Jsons | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:44:03,482 : Flow Logger HTML_h : 



||||||||||||||||||||||||||||||||0 ||||| Ovaleap_clean_SmPC.json||||||||||||||||||||||||||||||||



 | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:44:03,482 : Heading Extraction Ovaleap_clean_SmPC.json_s : Starting Heading Extraction | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json
2021-06-08 01:44:03,734 : Heading Extraction Ovaleap_clean_SmPC.json_s : Started Extracting Heading | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json
2021-06-08 01:44:03,931 : Heading Extraction Ovaleap_clean_SmPC.json_s : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'ZUSAMMENFASSUNG DER MERKMALE DES ARZNEIMITTELS' | Qrd txt :- 'ZUSAMMENFASSUNG DER MERKMALE DES ARZNEIMITTELS' | Matched :- 'True'
2021-06-08 01:44:03,931 : Heading Extraction Ovaleap_clean_SmPC.json_s : Validation Passed As This The First Heading | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12001' | prevHeadingCurrId :- '' | prevHeadingFoundId :- ''
2021-06-08 01:44:03,971 : Heading Extraction Ovaleap_clean_SmPC.json_s : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '1. BEZEICHNUNG DES ARZNEIMITTELS' | Qrd txt :- '1. BEZEICHNUNG DES ARZNEIMITTELS' | Matched :- 'True'
2021-06-08 01:44:03,979 : Heading Extraction Ovaleap_clean_SmPC.json_s : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12003' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12001'
2021-06-08 01:44:03,979 : Heading Extraction Ovaleap_clean_SmPC.json_s : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12003' | prevHeadingCurrId :- '12001' | prevHeadingFoundId :- '12001'
2021-06-08 01:44:05,163 : Heading Extraction Ovaleap_clean_SmPC.json_s : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '2. QUALITATIVE UND QUANTITATIVE ZUSAMMENSETZUNG' | Qrd txt :- '2. QUALITATIVE UND QUANTITATIVE ZUSAMMENSETZUNG' | Matched :- 'True'
2021-06-08 01:44:05,171 : Heading Extraction Ovaleap_clean_SmPC.json_s : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12004' | prevHeadingCurrId :- '12003' | prevHeadingFoundId :- '12003'
2021-06-08 01:44:07,827 : Heading Extraction Ovaleap_clean_SmPC.json_s : Match Passed : <=7|2.04|(99, 100, 100)|0.998| | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Sonstige(r) Bestandteil(e) mit bekannter Wirkung:' | Qrd txt :- 'Sonstige(r) Bestandteil(e) mit bekannter Wirkung' | Matched :- 'True'
2021-06-08 01:44:07,834 : Heading Extraction Ovaleap_clean_SmPC.json_s : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12007' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12004'
2021-06-08 01:44:07,842 : Heading Extraction Ovaleap_clean_SmPC.json_s : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12007' | prevHeadingCurrId :- '12004' | prevHeadingFoundId :- '12004'
2021-06-08 01:44:18,621 : Flow Logger HTML_z : Starting HTML Conversion To Json | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:44:18,629 : Style Dictionary_3 : Reading style dictionary in file: rule_dictionary_de.json | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:44:18,661 : Style Dictionary_3 : Qrd Section Keys Retrieved For Style Dictionary: ANHANG I, ANHANG II, ANHANG III, B. PACKUNGSBEILAGE | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:44:19,184 : Parser_N : Style Information Stored In File: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Ovaleap\de\2021-06-07T08-05-21Z\outputJSON\Ovaleap_clean.txt | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:44:22,309 : Parser_N : Writing to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Ovaleap\de\2021-06-07T08-05-21Z\outputJSON\Ovaleap_clean.json | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:44:22,515 : Flow Logger HTML_z : Completed HTML Conversion To Json | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:44:22,515 : Flow Logger HTML_z : HTML Conversion To Json,0.0649 Min,5.319709 MB,8.056129 MB,52.5%
 | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:44:22,523 : Flow Logger HTML_z : Starting Json Split | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:44:22,531 : Style Dictionary_p : Reading style dictionary in file: rule_dictionary_de.json | H | CAP |  de | Json | Ovaleap_clean.json
2021-06-08 01:44:22,568 : Style Dictionary_p : Qrd Section Keys Retrieved For Style Dictionary: ANHANG I, ANHANG II, ANHANG III, B. PACKUNGSBEILAGE | H | CAP |  de | Json | Ovaleap_clean.json
2021-06-08 01:44:22,577 : Partition_T : Partitioning Json: Ovaleap_clean.json | H | CAP |  de | Json | Ovaleap_clean.json
2021-06-08 01:44:22,710 : Partition_T : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Ovaleap\de\2021-06-07T08-05-21Z\partitionedJSONs\Ovaleap_clean_SmPC.json | H | CAP |  de | Json | Ovaleap_clean.json
2021-06-08 01:44:22,758 : Partition_T : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Ovaleap\de\2021-06-07T08-05-21Z\partitionedJSONs\Ovaleap_clean_ANHANG II.json | H | CAP |  de | Json | Ovaleap_clean.json
2021-06-08 01:44:22,822 : Partition_T : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Ovaleap\de\2021-06-07T08-05-21Z\partitionedJSONs\Ovaleap_clean_ANHANG III.json | H | CAP |  de | Json | Ovaleap_clean.json
2021-06-08 01:44:22,826 : Partition_T : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Ovaleap\de\2021-06-07T08-05-21Z\partitionedJSONs\Ovaleap_clean_ PACKUNGSBEILAGE.json | H | CAP |  de | Json | Ovaleap_clean.json
2021-06-08 01:44:22,834 : Flow Logger HTML_z : ['Ovaleap_clean_SmPC.json', 'Ovaleap_clean_ANHANG II.json', 'Ovaleap_clean_ANHANG III.json', 'Ovaleap_clean_ PACKUNGSBEILAGE.json'] | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:44:22,838 : Flow Logger HTML_z : Completed Json Split | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:44:22,838 : Flow Logger HTML_z : Split Json,0.0052 Min,0.277678 MB,5.552253 MB,52.5%
 | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:44:22,842 : Flow Logger HTML_z : Started Processing Partitioned Jsons | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:44:22,842 : Flow Logger HTML_z : 



||||||||||||||||||||||||||||||||0 ||||| Ovaleap_clean_SmPC.json||||||||||||||||||||||||||||||||



 | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:44:22,851 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Starting Heading Extraction | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json
2021-06-08 01:44:23,087 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Started Extracting Heading | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json
2021-06-08 01:44:23,260 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'ZUSAMMENFASSUNG DER MERKMALE DES ARZNEIMITTELS' | Qrd txt :- 'ZUSAMMENFASSUNG DER MERKMALE DES ARZNEIMITTELS' | Matched :- 'True'
2021-06-08 01:44:23,268 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Passed As This The First Heading | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12001' | prevHeadingCurrId :- '' | prevHeadingFoundId :- ''
2021-06-08 01:44:23,300 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '1. BEZEICHNUNG DES ARZNEIMITTELS' | Qrd txt :- '1. BEZEICHNUNG DES ARZNEIMITTELS' | Matched :- 'True'
2021-06-08 01:44:23,308 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12003' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12001'
2021-06-08 01:44:23,312 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12003' | prevHeadingCurrId :- '12001' | prevHeadingFoundId :- '12001'
2021-06-08 01:44:24,366 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '2. QUALITATIVE UND QUANTITATIVE ZUSAMMENSETZUNG' | Qrd txt :- '2. QUALITATIVE UND QUANTITATIVE ZUSAMMENSETZUNG' | Matched :- 'True'
2021-06-08 01:44:24,379 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12004' | prevHeadingCurrId :- '12003' | prevHeadingFoundId :- '12003'
2021-06-08 01:44:27,208 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed : <=7|2.04|(99, 100, 100)|0.998| | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Sonstige(r) Bestandteil(e) mit bekannter Wirkung:' | Qrd txt :- 'Sonstige(r) Bestandteil(e) mit bekannter Wirkung' | Matched :- 'True'
2021-06-08 01:44:27,216 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12007' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12004'
2021-06-08 01:44:27,224 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12007' | prevHeadingCurrId :- '12004' | prevHeadingFoundId :- '12004'
2021-06-08 01:44:28,546 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '3. DARREICHUNGSFORM' | Qrd txt :- '3. DARREICHUNGSFORM' | Matched :- 'True'
2021-06-08 01:44:28,546 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12008' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12004'
2021-06-08 01:44:28,554 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12008' | prevHeadingCurrId :- '12004' | prevHeadingFoundId :- '12004'
2021-06-08 01:44:29,639 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '4. KLINISCHE ANGABEN' | Qrd txt :- '4. KLINISCHE ANGABEN' | Matched :- 'True'
2021-06-08 01:44:29,647 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12009' | prevHeadingCurrId :- '12008' | prevHeadingFoundId :- '12008'
2021-06-08 01:44:29,720 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '4.1 Anwendungsgebiete' | Qrd txt :- '4.1 Anwendungsgebiete' | Matched :- 'True'
2021-06-08 01:44:29,728 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12010' | prevHeadingCurrId :- '12009' | prevHeadingFoundId :- '12009'
2021-06-08 01:44:31,051 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '4.2 Dosierung und Art der Anwendung' | Qrd txt :- '4.2 Dosierung und Art der Anwendung' | Matched :- 'True'
2021-06-08 01:44:31,051 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12011' | prevHeadingCurrId :- '12010' | prevHeadingFoundId :- '12010'
2021-06-08 01:44:31,329 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Dosierung' | Qrd txt :- 'Dosierung' | Matched :- 'True'
2021-06-08 01:44:31,341 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12012' | prevHeadingCurrId :- '12011' | prevHeadingFoundId :- '12011'
2021-06-08 01:44:35,816 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Kinder und Jugendliche' | Qrd txt :- 'Kinder und Jugendliche' | Matched :- 'True'
2021-06-08 01:44:35,824 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12013' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12011'
2021-06-08 01:44:35,832 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12013' | prevHeadingCurrId :- '12011' | prevHeadingFoundId :- '12011'
2021-06-08 01:44:35,860 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Kinder und Jugendliche' | Qrd txt :- 'Kinder und Jugendliche' | Matched :- 'True'
2021-06-08 01:44:35,868 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12019' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12011'
2021-06-08 01:44:35,876 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12019' | prevHeadingCurrId :- '12011' | prevHeadingFoundId :- '12011'
2021-06-08 01:44:35,896 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Kinder und Jugendliche' | Qrd txt :- 'Kinder und Jugendliche' | Matched :- 'True'
2021-06-08 01:44:35,904 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12021' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12011'
2021-06-08 01:44:35,915 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12021' | prevHeadingCurrId :- '12011' | prevHeadingFoundId :- '12011'
2021-06-08 01:44:35,944 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Kinder und Jugendliche' | Qrd txt :- 'Kinder und Jugendliche' | Matched :- 'True'
2021-06-08 01:44:35,952 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12028' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12011'
2021-06-08 01:44:35,960 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12028' | prevHeadingCurrId :- '12011' | prevHeadingFoundId :- '12011'
2021-06-08 01:44:35,968 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Kinder und Jugendliche' | Qrd txt :- 'Kinder und Jugendliche' | Matched :- 'True'
2021-06-08 01:44:35,976 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12031' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12011'
2021-06-08 01:44:35,984 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12031' | prevHeadingCurrId :- '12011' | prevHeadingFoundId :- '12011'
2021-06-08 01:44:36,017 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Kinder und Jugendliche' | Qrd txt :- 'Kinder und Jugendliche' | Matched :- 'True'
2021-06-08 01:44:36,025 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12037' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12011'
2021-06-08 01:44:36,034 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12037' | prevHeadingCurrId :- '12011' | prevHeadingFoundId :- '12011'
2021-06-08 01:44:36,518 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Art der Anwendung' | Qrd txt :- 'Art der Anwendung' | Matched :- 'True'
2021-06-08 01:44:36,526 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12014' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12011'
