,id,Procedure type,Document type,Language code,Display code,Name,parent_id,Mandatory,heading_id
1210,35017,CAP,PAKKAUSSELOSTE,fi,,Jos unohdat <ottaa> <käyttää> <X:ää> <X-valmistetta>,35014.0,False,17
1211,35018,CAP,PAKKAUSSELOSTE,fi,,Jos lopetat <X:n> <X-valmisteen> <oton> <käytön>,35014.0,False,18
1212,35019,CAP,PAKKAUSSELOSTE,fi,4,Mahdolliset haittavaikutukset,35001.0,True,19
1213,35020,CAP,PAKKAUSSELOSTE,fi,,Muut haittavaikutukset lapsilla <ja nuorilla>,35019.0,False,20
1214,35021,CAP,PAKKAUSSELOSTE,fi,,Haittavaikutuksista ilmoittaminen,35019.0,True,21
1215,35022,CAP,PAKKAUSSELOSTE,fi,5,<X:n> <X-valmisteen> säilyttäminen,35001.0,True,22
1216,35023,CAP,PAKKAUSSELOSTE,fi,6,Pakkauksen sisältö ja muuta tietoa,35001.0,True,23
1217,35024,CAP,PAKKAUSSELOSTE,fi,,Mitä X sisältää,35023.0,True,24
1218,35025,CAP,PAKKAUSSELOSTE,fi,,Lääkevalmisteen kuvaus ja pakkauskoko (-koot),35023.0,True,25
1219,35026,CAP,PAKKAUSSELOSTE,fi,,Myyntiluvan haltija ja valmistaja,35023.0,True,26
1220,35027,CAP,PAKKAUSSELOSTE,fi,,Lisätietoja tästä lääkevalmisteesta antaa myyntiluvan haltijan paikallinen edustaja:,35023.0,False,27
1221,35028,CAP,PAKKAUSSELOSTE,fi,,Tämä pakkausseloste on tarkistettu viimeksi <{KK.VVVV}> <{kuukausi VVVV}>.,35023.0,True,28
1222,35029,CAP,PAKKAUSSELOSTE,fi,,Muut tiedonlähteet,35023.0,False,29
1223,35030,CAP,PAKKAUSSELOSTE,fi,,Seuraavat tiedot on tarkoitettu vain terveydenhuollon ammattilaisille:,35001.0,False,30
1224,36001,CAP,SmPC,fr,,RÉSUMÉ DES CARACTÉRISTIQUES DU PRODUIT,,True,1
1225,36002,CAP,SmPC,fr,,qCe médicament fait l'objet d'une surveillance supplémentaire qui permettra l'identification rapide de nouvelles informations relatives à la sécurité. Les professionnels de la santé déclarent tout effet indésirable suspecté. Voir rubrique 4.8 pour les modalités de déclaration des effets indésirables.>,36001.0,False,2
1226,36003,CAP,SmPC,fr,1,DÉNOMINATION DU MÉDICAMENT,36001.0,True,3
1227,36004,CAP,SmPC,fr,2,COMPOSITION QUALITATIVE ET QUANTITATIVE,36001.0,True,4
1228,36005,CAP,SmPC,fr,2.1,Description générale,36004.0,False,5
1229,36006,CAP,SmPC,fr,2.2,Composition qualitative et quantitative,36004.0,False,6
1230,36007,CAP,SmPC,fr,,Excipient(s) à effet notoire:,36006.0,False,7
1231,36008,CAP,SmPC,fr,3,FORME PHARMACEUTIQUE,36001.0,True,8
1232,36009,CAP,SmPC,fr,4,INFORMATIONS CLINIQUES,36001.0,True,9
1233,36010,CAP,SmPC,fr,4.1,Indications thérapeutiques,36009.0,True,10
1234,36011,CAP,SmPC,fr,4.2,Posologie et mode d’administration,36009.0,True,11
1235,36012,CAP,SmPC,fr,,Posologie,36011.0,True,12
1236,36013,CAP,SmPC,fr,,Population pédiatrique,36012.0,True,13
1237,36014,CAP,SmPC,fr,,Mode d’administration,36011.0,True,14
1238,36015,CAP,SmPC,fr,,Précautions à prendre avant la manipulation ou l’administration du médicament,36014.0,False,15
1239,36016,CAP,SmPC,fr,4.3,Contre-indications,36009.0,True,16
1240,36017,CAP,SmPC,fr,4.4,Mises en garde spéciales et précautions d’emploi,36009.0,True,17
1241,36018,CAP,SmPC,fr,,Traçabilité,36017.0,False,18
1242,36019,CAP,SmPC,fr,,Population pédiatrique,36017.0,False,19
1243,36020,CAP,SmPC,fr,4.5,Interactions avec d’autres médicaments et autres formes d’interactions,36009.0,True,20
1244,36021,CAP,SmPC,fr,,Population pédiatrique,36020.0,False,21
1245,36022,CAP,SmPC,fr,4.6,"Fertilité, grossesse et allaitement",36009.0,True,22
1246,36023,CAP,SmPC,fr,,Grossesse,36022.0,False,23
1247,36024,CAP,SmPC,fr,,Allaitement,36022.0,False,24
1248,36025,CAP,SmPC,fr,,Fertilité,36022.0,False,25
1249,36026,CAP,SmPC,fr,4.7,Effets sur l’aptitude à conduire des véhicules et à utiliser des machines,36009.0,True,26
1250,36027,CAP,SmPC,fr,4.8,Effets indésirables,36009.0,True,27
1251,36028,CAP,SmPC,fr,,Population pédiatrique,36027.0,False,28
1252,36029,CAP,SmPC,fr,,Déclaration des effets indésirables suspectés,36027.0,True,29
1253,36030,CAP,SmPC,fr,4.9,Surdosage,36009.0,True,30
1254,36031,CAP,SmPC,fr,,Population pédiatrique,36030.0,False,31
1255,36032,CAP,SmPC,fr,5,PROPRIÉTÉS PHARMACOLOGIQUES,36001.0,True,32
1256,36033,CAP,SmPC,fr,5.1,Propriétés pharmacodynamiques ,36032.0,True,33
1257,36034,CAP,SmPC,fr,,Mécanisme d’action,36033.0,False,34
1258,36035,CAP,SmPC,fr,,Effets pharmacodynamiques,36033.0,False,35
1259,36036,CAP,SmPC,fr,,Efficacité et sécurité cliniques,36033.0,False,36
1260,36037,CAP,SmPC,fr,,Population pédiatrique,36033.0,False,37
1261,36038,CAP,SmPC,fr,5.2,Propriétés pharmacocinétiques,36032.0,True,38
1262,36039,CAP,SmPC,fr,,Absorption,36038.0,False,39
1263,36040,CAP,SmPC,fr,,Distribution,36038.0,False,40
1264,36041,CAP,SmPC,fr,,Biotransformation,36038.0,False,41
1265,36042,CAP,SmPC,fr,,Élimination,36038.0,False,42
1266,36043,CAP,SmPC,fr,,Linéarité/non-linéarité,36038.0,False,43
1267,36044,CAP,SmPC,fr,,Relations pharmacocinétique/pharmacodynamique,36038.0,False,44
1268,36045,CAP,SmPC,fr,5.3,Données de sécurité préclinique,36032.0,True,45
1269,36046,CAP,SmPC,fr,,Évaluation du risque environnemental,36045.0,False,46
1270,36047,CAP,SmPC,fr,6,DONNÉES PHARMACEUTIQUES,36001.0,True,47
1271,36048,CAP,SmPC,fr,6.1,Liste des excipients,36047.0,True,48
1272,36049,CAP,SmPC,fr,6.2,Incompatibilités,36047.0,True,49
1273,36050,CAP,SmPC,fr,6.3,Durée de conservation,36047.0,True,50
1274,36051,CAP,SmPC,fr,6.4,Précautions particulières de conservation,36047.0,True,51
1275,36052,CAP,SmPC,fr,6.5,"Nature et contenu de l’emballage extérieur <et équipement spécial pour l’utilisation, l’administration ou la greffe>",36047.0,True,52
1276,36053,CAP,SmPC,fr,6.6,Précautions particulières d’élimination <et manipulation>,36047.0,True,53
1277,36054,CAP,SmPC,fr,,Utilisation dans la population pédiatrique,36053.0,False,54
1278,36055,CAP,SmPC,fr,7,TITULAIRE DE L’AUTORISATION DE MISE SUR LE MARCHÉ,36001.0,True,55
1279,36056,CAP,SmPC,fr,8,NUMÉRO(S) D’AUTORISATION DE MISE SUR LE MARCHÉ ,36001.0,True,56
1280,36057,CAP,SmPC,fr,9,DATE DE PREMIÈRE AUTORISATION/DE RENOUVELLEMENT DE L’AUTORISATION,36001.0,True,57
1281,36058,CAP,SmPC,fr,10,DATE DE MISE À JOUR DU TEXTE,36001.0,True,58
1282,36059,CAP,SmPC,fr,11,DOSIMÉTRIE,36001.0,False,59
1283,36060,CAP,SmPC,fr,12,INSTRUCTIONS POUR LA PRÉPARATION DES RADIOPHARMACEUTIQUES,36001.0,False,60
1284,37001,CAP,AnnexII,fr,,ANNEXE II,,True,1
1285,37002,CAP,AnnexII,fr,A,<FABRICANT(S) DE LA/DES SUBSTANCE(S) ACTIVE(S) D’ORIGINE BIOLOGIQUE ET > FABRICANT(S) RESPONSABLE(S) DE LA LIBÉRATION DES LOTS,37001.0,True,2
1286,37003,CAP,AnnexII,fr,,Nom et adresse du (des) fabricant(s) de la (des) substance(s) active(s) d’origine biologique,37002.0,False,3
1287,37004,CAP,AnnexII,fr,,Nom et adresse du (des) fabricant(s) responsable(s) de la libération des lots,37002.0,True,4
1288,37005,CAP,AnnexII,fr,B,CONDITIONS OU RESTRICTIONS DE DÉLIVRANCE ET D’UTILISATION ,37001.0,True,5
1289,37006,CAP,AnnexII,fr,,Libération officielle des lots,37005.0,False,6
1290,37007,CAP,AnnexII,fr,C,AUTRES CONDITIONS ET OBLIGATIONS DE L’AUTORISATION DE MISE SUR LE MARCHÉ,37001.0,True,7
1291,37008,CAP,AnnexII,fr,,Rapports périodiques actualisés de sécurité (PSURs),37007.0,True,8
1292,37009,CAP,AnnexII,fr,D,CONDITIONS OU RESTRICTIONS EN VUE D’UNE UTILISATION SÛRE ET EFFICACE DU MÉDICAMENT  ,37001.0,True,9
1293,37010,CAP,AnnexII,fr,,Plan de gestion des risques (PGR),37009.0,True,10
1294,37011,CAP,AnnexII,fr,,Mesures additionnelles de réduction du risque,37009.0,False,11
1295,37012,CAP,AnnexII,fr,,Obligation de mise en place de mesures post-autorisation ,37009.0,False,12
1296,37013,CAP,AnnexII,fr,E,OBLIGATION SPÉCIFIQUE RELATIVE AUX MESURES POST-AUTORISATION CONCERNANT <L’AUTORISATION DE MISE SUR LE MARCHÉ CONDITIONNELLE> <L’AUTORISATION DE MISE SUR LE MARCHÉ «SOUS CIRCONSTANCES EXCEPTIONNELLES»>,37001.0,False,13
1297,38001,CAP,Labelling,fr,,ÉTIQUETAGE,,True,1
1298,38002,CAP,Labelling,fr,,MENTIONS DEVANT FIGURER SUR <L’EMBALLAGE EXTÉRIEUR> <ET SUR> <LE CONDITIONNEMENT PRIMAIRE>,38001.0,True,2
1299,38003,CAP,Labelling,fr,1,DÉNOMINATION DU MÉDICAMENT,38002.0,True,3
1300,38004,CAP,Labelling,fr,2,COMPOSITION EN SUBSTANCE(S) ACTIVE(S),38002.0,True,4
1301,38005,CAP,Labelling,fr,3,LISTE DES EXCIPIENTS,38002.0,True,5
1302,38006,CAP,Labelling,fr,4,FORME PHARMACEUTIQUE ET CONTENU,38002.0,True,6
1303,38007,CAP,Labelling,fr,5,MODE ET VOIE(S) D’ADMINISTRATION,38002.0,True,7
1304,38008,CAP,Labelling,fr,6,MISE EN GARDE SPÉCIALE INDIQUANT QUE LE MÉDICAMENT DOIT ÊTRE CONSERVÉ HORS DE VUE ET DE PORTÉE DES ENFANTS,38002.0,True,8
1305,38009,CAP,Labelling,fr,7,"AUTRE(S) MISE(S) EN GARDE SPÉCIALE(S), SI NÉCESSAIRE",38002.0,True,9
1306,38010,CAP,Labelling,fr,8,DATE DE PÉREMPTION,38002.0,True,10
1307,38011,CAP,Labelling,fr,9,PRÉCAUTIONS PARTICULIÈRES DE CONSERVATION,38002.0,True,11
1308,38012,CAP,Labelling,fr,10,PRÉCAUTIONS PARTICULIÈRES D’ÉLIMINATION DES MÉDICAMENTS NON UTILISÉS OU DES DÉCHETS PROVENANT DE CES MÉDICAMENTS S’IL Y A LIEU,38002.0,True,12
1309,38013,CAP,Labelling,fr,11,NOM ET ADRESSE DU TITULAIRE DE L’AUTORISATION DE MISE SUR LE MARCHÉ,38002.0,True,13
1310,38014,CAP,Labelling,fr,12,NUMÉRO(S) D’AUTORISATION DE MISE SUR LE MARCHÉ,38002.0,True,14
1311,38015,CAP,Labelling,fr,13,NUMÉRO DU LOT<CODES DON ET PRODUIT>,38002.0,True,15
1312,38016,CAP,Labelling,fr,14,CONDITIONS DE PRESCRIPTION ET DE DÉLIVRANCE,38002.0,True,16
1313,38017,CAP,Labelling,fr,15,INDICATIONS D’UTILISATION,38002.0,True,17
1314,38018,CAP,Labelling,fr,16,INFORMATIONS EN BRAILLE,38002.0,True,18
1315,38019,CAP,Labelling,fr,17,IDENTIFIANT UNIQUE - CODE-BARRES 2D,38002.0,True,19
1316,38020,CAP,Labelling,fr,18,IDENTIFIANT UNIQUE - DONNÉES LISIBLES PAR LES HUMAINS,38002.0,True,20
1317,38021,CAP,Labelling,fr,,MENTIONS MINIMALES DEVANT FIGURER SUR LES PLAQUETTES OU LES FILMS THERMOSOUDÉS,38001.0,True,21
1318,38022,CAP,Labelling,fr,1,DÉNOMINATION DU MÉDICAMENT,38021.0,True,22
1319,38023,CAP,Labelling,fr,2,NOM DU TITULAIRE DE L’AUTORISATION DE MISE SUR LE MARCHÉ,38021.0,True,23
1320,38024,CAP,Labelling,fr,3,DATE DE PÉREMPTION,38021.0,True,24
1321,38025,CAP,Labelling,fr,4,"NUMÉRO DU LOT<, CODES DON ET PRODUIT>",38021.0,True,25
1322,38026,CAP,Labelling,fr,5,AUTRE,38021.0,True,26
1323,38027,CAP,Labelling,fr,,MENTIONS MINIMALES DEVANT FIGURER SUR LES PETITS CONDITIONNEMENTS PRIMAIRES,38001.0,True,27
1324,38028,CAP,Labelling,fr,1,DÉNOMINATION DU MÉDICAMENT ET VOIE(S) D’ADMINISTRATION,38027.0,True,28
1325,38029,CAP,Labelling,fr,2,MODE D’ADMINISTRATION,38027.0,True,29
1326,38030,CAP,Labelling,fr,3,DATE DE PÉREMPTION,38027.0,True,30
1327,38031,CAP,Labelling,fr,4,"NUMÉRO DU LOT<, CODES DON ET PRODUIT>",38027.0,True,31
1328,38032,CAP,Labelling,fr,5,"CONTENU EN POIDS, VOLUME OU UNITÉ",38027.0,True,32
1329,38033,CAP,Labelling,fr,6,AUTRE,38027.0,True,33
1330,39001,CAP,Package leaflet,fr,,NOTICE,,True,1
1331,39002,CAP,Package leaflet,fr,,qCe médicament fait l'objet d'une surveillance supplémentaire qui permettra l'identification rapide de nouvelles informations relatives à la sécurité. Vous pouvez y contribuer en signalant tout effet indésirable que vous observez. Voir en fin de rubrique 4 comment déclarer les effets indésirables. ,39001.0,False,2
1332,39003,CAP,Package leaflet,fr,,Que contient cette notice?:,39001.0,True,3
1333,39004,CAP,Package leaflet,fr,1,Qu’est-ce que X et dans quels cas est-il utilisé,39001.0,True,4
1334,39005,CAP,Package leaflet,fr,2,Quelles sont les informations à connaître avant <de prendre> <d’utiliser> ,39001.0,True,5
1335,39006,CAP,Package leaflet,fr,,<Ne prenez> <N’utilisez> jamais X,39005.0,True,6
1336,39007,CAP,Package leaflet,fr,,Avertissements et précautions ,39005.0,True,7
1337,39008,CAP,Package leaflet,fr,,Enfants <et adolescents>,39005.0,True,8
1338,39009,CAP,Package leaflet,fr,,Autres médicaments et X,39005.0,True,9
1339,39010,CAP,Package leaflet,fr,,"X avec <des aliments> <et> <,> <boissons> <et> <de l’alcool>",39005.0,True,10
1340,39011,CAP,Package leaflet,fr,,"Grossesse <et> <,> allaitement <et fertilité>",39005.0,True,11
1341,39012,CAP,Package leaflet,fr,,Conduite de véhicules et utilisation de machines,39005.0,True,12
1342,39013,CAP,Package leaflet,fr,,X contient {nommer le/les excipient(s)},39005.0,False,13
1343,39014,CAP,Package leaflet,fr,3,Comment <prendre> <utiliser> X,39001.0,True,14
1344,39015,CAP,Package leaflet,fr,,Utilisation chez les enfants <et les adolescents>,39014.0,False,15
1345,39016,CAP,Package leaflet,fr,,Si vous avez <pris> <utilisé> plus de X que vous n’auriez dû,39014.0,False,16
1346,39017,CAP,Package leaflet,fr,,Si vous oubliez <de prendre> <d’utiliser> X,39014.0,False,17
1347,39018,CAP,Package leaflet,fr,,Si vous arrêtez <de prendre> <d’utiliser> X,39014.0,False,18
1348,39019,CAP,Package leaflet,fr,4,Quels sont les effets indésirables éventuels?,39001.0,True,19
1349,39020,CAP,Package leaflet,fr,,Effets indésirables supplémentaires chez les enfants <et les adolescents>,39019.0,False,20
1350,39021,CAP,Package leaflet,fr,,Déclaration des effets secondaires,39019.0,True,21
1351,39022,CAP,Package leaflet,fr,5,Comment conserver X,39001.0,True,22
1352,39023,CAP,Package leaflet,fr,6,Contenu de l’emballage et autres informations,39001.0,True,23
1353,39024,CAP,Package leaflet,fr,,Ce que contient X ,39023.0,True,24
1354,39025,CAP,Package leaflet,fr,,Comment se présente X et contenu de l’emballage extérieur,39023.0,True,25
1355,39026,CAP,Package leaflet,fr,,Titulaire de l’Autorisation de mise sur le marché et fabricant,39023.0,True,26
1356,39027,CAP,Package leaflet,fr,,"Pour toute information complémentaire concernant ce médicament, veuillez prendre contact avec le représentant local du titulaire de l’autorisation de mise sur le marché :",39023.0,False,27
1357,39028,CAP,Package leaflet,fr,,La dernière date à laquelle cette notice a été révisée est <{MM/AAAA}> <{mois AAAA}.>,39023.0,True,28
1358,39029,CAP,Package leaflet,fr,,Autres sources d’informations,39023.0,False,29
1359,39030,CAP,Package leaflet,fr,,Les informations suivantes sont destinées exclusivement aux professionnels de la santé:,39001.0,False,30
1360,40001,CAP,SmPC,hr,,SAŽETAK OPISA SVOJSTAVA LIJEKA,,True,1
1361,40002,CAP,SmPC,hr,,qOvaj je lijek pod dodatnim praćenjem. Time se omogućuje brzo otkrivanje novih sigurnosnih informacija. Od zdravstvenih radnika se traži da prijave svaku sumnju na nuspojavu za ovaj lijek. Za postupak prijavljivanja nuspojava vidjeti dio 4.8.,40001.0,False,2
1362,40003,CAP,SmPC,hr,1,NAZIV LIJEKA,40001.0,True,3
1363,40004,CAP,SmPC,hr,2,KVALITATIVNI I KVANTITATIVNI SASTAV,40001.0,True,4
1364,40005,CAP,SmPC,hr,2.1,Opći opis,40004.0,False,5
1365,40006,CAP,SmPC,hr,2.2,Kvalitativni i kvantitativni sastav,40004.0,False,6
1366,40007,CAP,SmPC,hr,,Pomoćna(e) tvar(i) s poznatim učinkom,40006.0,False,7
1367,40008,CAP,SmPC,hr,3,FARMACEUTSKI OBLIK,40001.0,True,8
1368,40009,CAP,SmPC,hr,4,KLINIČKI PODACI,40001.0,True,9
1369,40010,CAP,SmPC,hr,4.1,Terapijske indikacije,40009.0,True,10
1370,40011,CAP,SmPC,hr,4.2,Doziranje i način primjene,40009.0,True,11
1371,40012,CAP,SmPC,hr,,Doziranje,40011.0,True,12
1372,40013,CAP,SmPC,hr,,Pedijatrijska populacija,40012.0,True,13
1373,40014,CAP,SmPC,hr,,Način primjene,40011.0,True,14
1374,40015,CAP,SmPC,hr,,Mjere opreza koje je potrebno poduzeti prije rukovanja ili primjene lijeka.,40014.0,False,15
1375,40016,CAP,SmPC,hr,4.3,Kontraindikacije,40009.0,True,16
1376,40017,CAP,SmPC,hr,4.4,Posebna upozorenja i mjere opreza pri uporabi,40009.0,True,17
1377,40018,CAP,SmPC,hr,,Sljedivost,40017.0,False,18
1378,40019,CAP,SmPC,hr,,Pedijatrijska populacija,40017.0,False,19
1379,40020,CAP,SmPC,hr,4.5,Interakcije s drugim lijekovima i drugi oblici interakcija,40009.0,True,20
1380,40021,CAP,SmPC,hr,,Pedijatrijska populacija,40020.0,False,21
1381,40022,CAP,SmPC,hr,4.6,"Plodnost, trudnoća i dojenje",40009.0,True,22
1382,40023,CAP,SmPC,hr,,Trudnoća,40022.0,False,23
1383,40024,CAP,SmPC,hr,,Dojenje,40022.0,False,24
1384,40025,CAP,SmPC,hr,,Plodnost,40022.0,False,25
1385,40026,CAP,SmPC,hr,4.7,Utjecaj na sposobnost upravljanja vozilima i rada sa strojevima,40009.0,True,26
1386,40027,CAP,SmPC,hr,4.8,Nuspojave,40009.0,True,27
1387,40028,CAP,SmPC,hr,,Pedijatrijska populacija,40027.0,False,28
1388,40029,CAP,SmPC,hr,,Prijavljivanje sumnji na nuspojavu,40027.0,True,29
1389,40030,CAP,SmPC,hr,4.9,Predoziranje,40009.0,True,30
1390,40031,CAP,SmPC,hr,,Pedijatrijska populacija,40030.0,False,31
1391,40032,CAP,SmPC,hr,5,FARMAKOLOŠKA SVOJSTVA,40001.0,True,32
1392,40033,CAP,SmPC,hr,5.1,Farmakodinamička svojstva,40032.0,True,33
1393,40034,CAP,SmPC,hr,,Mehanizam djelovanja,40033.0,False,34
1394,40035,CAP,SmPC,hr,,Farmakodinamički učinci,40033.0,False,35
1395,40036,CAP,SmPC,hr,,Klinička djelotvornost i sigurnost,40033.0,False,36
1396,40037,CAP,SmPC,hr,,Pedijatrijska populacija,40033.0,False,37
1397,40038,CAP,SmPC,hr,5.2,Farmakokinetička svojstva,40032.0,True,38
1398,40039,CAP,SmPC,hr,,Apsorpcija,40038.0,False,39
1399,40040,CAP,SmPC,hr,,Distribucija,40038.0,False,40
1400,40041,CAP,SmPC,hr,,Biotransformacija,40038.0,False,41
1401,40042,CAP,SmPC,hr,,Eliminacija,40038.0,False,42
1402,40043,CAP,SmPC,hr,,Linearnost/nelinearnost,40038.0,False,43
1403,40044,CAP,SmPC,hr,,Farmakokinetički/farmakodinamički odnos(i),40038.0,False,44
1404,40045,CAP,SmPC,hr,5.3,Neklinički podaci o sigurnosti primjene,40032.0,True,45
1405,40046,CAP,SmPC,hr,,Procjena rizika za okoliš (ERA),40045.0,False,46
1406,40047,CAP,SmPC,hr,6,FARMACEUTSKI PODACI,40001.0,True,47
1407,40048,CAP,SmPC,hr,6.1,Popis pomoćnih tvari,40047.0,True,48
1408,40049,CAP,SmPC,hr,6.2,Inkompatibilnosti,40047.0,True,49
1409,40050,CAP,SmPC,hr,6.3,Rok valjanosti,40047.0,True,50
1410,40051,CAP,SmPC,hr,6.4,Posebne mjere pri čuvanju lijeka,40047.0,True,51
1411,40052,CAP,SmPC,hr,6.5,"Vrsta i sadržaj spremnika <i posebna oprema za uporabu, primjenu ili ugradnju>",40047.0,True,52
1412,40053,CAP,SmPC,hr,6.6,Posebne mjere za zbrinjavanje <i druga rukovanja lijekom>,40047.0,True,53
1413,40054,CAP,SmPC,hr,,Primjena u pedijatrijskoj populaciji,40053.0,False,54
1414,40055,CAP,SmPC,hr,7,NOSITELJ ODOBRENJA ZA STAVLJANJE LIJEKA U PROMET,40001.0,True,55
1415,40056,CAP,SmPC,hr,8,BROJ(EVI) ODOBRENJA ZA STAVLJANJE LIJEKA U PROMET,40001.0,True,56
1416,40057,CAP,SmPC,hr,9,DATUM PRVOG ODOBRENJA / DATUM OBNOVE ODOBRENJA,40001.0,True,57
1417,40058,CAP,SmPC,hr,10,DATUM REVIZIJE TEKSTA,40001.0,True,58
1418,40059,CAP,SmPC,hr,11,DOZIMETRIJA,40001.0,False,59
1419,40060,CAP,SmPC,hr,12,UPUTE ZA PRIPREMU RADIOFARMACEUTIKA,40001.0,False,60
1420,41001,CAP,PRILOG II,hr,,PRILOG II,,True,1
1421,41002,CAP,PRILOG II,hr,A,PROIZVOĐAČ(I) BIOLOŠKE(IH) DJELATNE(IH) TVARI I> PROIZVOĐAČ(I) ODGOVORAN(NI) ZA PUŠTANJE SERIJE LIJEKA U PROMET,41001.0,True,2
1422,41003,CAP,PRILOG II,hr,,Naziv(i) i adresa(e) proizvođača biološke(ih) djelatne(ih) tvari,41002.0,False,3
1423,41004,CAP,PRILOG II,hr,,Naziv(i) i adresa(e) proizvođača odgovornog(ih) za puštanje serije lijeka u promet,41002.0,True,4
1424,41005,CAP,PRILOG II,hr,B,UVJETI ILI OGRANIČENJA VEZANI UZ OPSKRBU I PRIMJENU ,41001.0,True,5
1425,41006,CAP,PRILOG II,hr,,Službeno puštanje serije lijeka u promet,41005.0,False,6
1426,41007,CAP,PRILOG II,hr,C,OSTALI UVJETI I ZAHTJEVI ODOBRENJA ZA STAVLJANJE LIJEKA U PROMET,41001.0,True,7
1427,41008,CAP,PRILOG II,hr,,Periodička izvješća o neškodljivosti lijeka (PSUR-evi),41007.0,True,8
1428,41009,CAP,PRILOG II,hr,D,UVJETI ILI OGRANIČENJA VEZANI UZ SIGURNU I UČINKOVITU PRIMJENU LIJEKA,41001.0,True,9
1429,41010,CAP,PRILOG II,hr,,Plan upravljanja rizikom (RMP),41009.0,True,10
1430,41011,CAP,PRILOG II,hr,,Dodatne mjere minimizacije rizika,41009.0,False,11
1431,41012,CAP,PRILOG II,hr,,Obveza provođenja mjera nakon davanja odobrenja,41009.0,False,12
1432,41013,CAP,PRILOG II,hr,E,POSEBNE OBVEZE ZA PROVEDBE MJERA NAKON DAVANJA ODOBRENJA KOD <UVJETNOG ODOBRENJA ZA STAVLJANJE LIJEKA U PROMET> <ODOBRENJA ZA STAVLJANJE LIJEKA U PROMET U IZNIMNIM OKOLNOSTIMA>,41001.0,False,13
1433,42001,CAP,OZNAČIVANJE,hr,,OZNAČIVANJE,,True,1
1434,42002,CAP,OZNAČIVANJE,hr,,PODACI KOJI SE MORAJU NALAZITI NA < VANJSKOM PAKIRANJU> <I> <UNUTARNJEM PAKIRANJU>,42001.0,True,2
1435,42003,CAP,OZNAČIVANJE,hr,1,NAZIV LIJEKA,42002.0,True,3
1436,42004,CAP,OZNAČIVANJE,hr,2,NAVOĐENJE DJELATNE(IH) TVARI,42002.0,True,4
1437,42005,CAP,OZNAČIVANJE,hr,3,POPIS POMOĆNIH TVARI,42002.0,True,5
1438,42006,CAP,OZNAČIVANJE,hr,4,FARMACEUTSKI OBLIK I SADRŽAJ,42002.0,True,6
1439,42007,CAP,OZNAČIVANJE,hr,5,NAČIN I PUT(EVI) PRIMJENE LIJEKA,42002.0,True,7
1440,42008,CAP,OZNAČIVANJE,hr,6,POSEBNO UPOZORENJE O ČUVANJU LIJEKA IZVAN POGLEDA I DOHVATA DJECE,42002.0,True,8
1441,42009,CAP,OZNAČIVANJE,hr,7,"DRUGO(A) POSEBNO(A) UPOZORENJE(A), AKO JE POTREBNO",42002.0,True,9
1442,42010,CAP,OZNAČIVANJE,hr,8,ROK VALJANOSTI,42002.0,True,10
1443,42011,CAP,OZNAČIVANJE,hr,9,POSEBNE MJERE ČUVANJA,42002.0,True,11
1444,42012,CAP,OZNAČIVANJE,hr,10,"POSEBNE MJERE ZA ZBRINJAVANJE NEISKORIŠTENOG LIJEKA ILI OTPADNIH MATERIJALA KOJI POTJEČU OD LIJEKA, AKO JE POTREBNO",42002.0,True,12
1445,42013,CAP,OZNAČIVANJE,hr,11,NAZIV I ADRESA NOSITELJA ODOBRENJA ZA STAVLJANJE LIJEKA U PROMET,42002.0,True,13
1446,42014,CAP,OZNAČIVANJE,hr,12,BROJ(EVI) ODOBRENJA ZA STAVLJANJE LIJEKA U PROMET,42002.0,True,14
1447,42015,CAP,OZNAČIVANJE,hr,13,"BROJ SERIJE<, OZNAKE DONACIJE I PROIZVODA>",42002.0,True,15
1448,42016,CAP,OZNAČIVANJE,hr,14,NAČIN IZDAVANJA LIJEKA,42002.0,True,16
1449,42017,CAP,OZNAČIVANJE,hr,15,UPUTE ZA UPORABU,42002.0,True,17
1450,42018,CAP,OZNAČIVANJE,hr,16,PODACI NA BRAILLEOVOM PISMU,42002.0,True,18
1451,42019,CAP,OZNAČIVANJE,hr,17,JEDINSTVENI IDENTIFIKATOR – 2D BARKOD,42002.0,True,19
1452,42020,CAP,OZNAČIVANJE,hr,18,JEDINSTVENI IDENTIFIKATOR – PODACI ČITLJIVI LJUDSKIM OKOM,42002.0,True,20
1453,42021,CAP,OZNAČIVANJE,hr,,PODACI KOJE MORA NAJMANJE SADRŽAVATI BLISTER ILI STRIP,42001.0,True,21
1454,42022,CAP,OZNAČIVANJE,hr,1,NAZIV LIJEKA,42021.0,True,22
1455,42023,CAP,OZNAČIVANJE,hr,2,NAZIV NOSITELJA ODOBRENJA ZA STAVLJANJE LIJEKA U PROMET,42021.0,True,23
1456,42024,CAP,OZNAČIVANJE,hr,3,ROK VALJANOSTI,42021.0,True,24
1457,42025,CAP,OZNAČIVANJE,hr,4,"BROJ SERIJE<, OZNAKE DONACIJE I PROIZVODA>",42021.0,True,25
1458,42026,CAP,OZNAČIVANJE,hr,5,DRUGO,42021.0,True,26
1459,42027,CAP,OZNAČIVANJE,hr,,PODACI KOJE MORA NAJMANJE SADRŽAVATI MALO UNUTARNJE PAKIRANJE,42001.0,True,27
1460,42028,CAP,OZNAČIVANJE,hr,1,NAZIV LIJEKA I PUT(EVI) PRIMJENE LIJEKA,42027.0,True,28
