2021-09-19 09:54:07,595 : Flow Logger HTML_O : Starting HTML Conversion To Json | H | NAP |  sv | HTML | Abacavir Accord film-coated tablet SmPC.htm
2021-09-19 09:58:58,918 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Failed By Style | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176028' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176008'
2021-09-19 09:58:59,376 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- '5. FARMAKOLOGISKA EGENSKAPER' | Qrd txt :- '5. FARMAKOLOGISKA EGENSKAPER' | Matched :- 'True'
2021-09-19 09:58:59,393 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Flow Is Broken | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176030' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176008'
2021-09-19 09:58:59,404 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176030' | prevHeadingCurrId :- '176008' | prevHeadingFoundId :- '176008'
2021-09-19 09:58:59,415 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Failed By Style | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176030' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176008'
2021-09-19 09:58:59,930 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- '5.1 Farmakodynamiska egenskaper' | Qrd txt :- '5.1 Farmakodynamiska egenskaper' | Matched :- 'True'
2021-09-19 09:58:59,949 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Flow Is Broken | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176031' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176008'
2021-09-19 09:58:59,960 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176031' | prevHeadingCurrId :- '176008' | prevHeadingFoundId :- '176008'
2021-09-19 09:59:09,019 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- 'Klinisk effekt och säkerhet' | Qrd txt :- 'Klinisk effekt och säkerhet' | Matched :- 'True'
2021-09-19 09:59:09,058 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176034' | prevHeadingCurrId :- '176031' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:09,070 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Failed By Style | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176034' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:23,729 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- 'Pediatrisk population' | Qrd txt :- 'Pediatrisk population' | Matched :- 'True'
2021-09-19 09:59:23,754 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Failed As Wrong Heading Found | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176011' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:23,785 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- 'Pediatrisk population' | Qrd txt :- 'Pediatrisk population' | Matched :- 'True'
2021-09-19 09:59:23,802 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Failed As Wrong Heading Found | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176017' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:23,815 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- 'Pediatrisk population' | Qrd txt :- 'Pediatrisk population' | Matched :- 'True'
2021-09-19 09:59:23,835 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Failed As Wrong Heading Found | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176019' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:23,891 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- 'Pediatrisk population' | Qrd txt :- 'Pediatrisk population' | Matched :- 'True'
2021-09-19 09:59:23,910 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Failed As Wrong Heading Found | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176026' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:23,932 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- 'Pediatrisk population' | Qrd txt :- 'Pediatrisk population' | Matched :- 'True'
2021-09-19 09:59:23,954 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Failed As Wrong Heading Found | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176029' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:23,982 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- 'Pediatrisk population' | Qrd txt :- 'Pediatrisk population' | Matched :- 'True'
2021-09-19 09:59:24,013 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176035' | prevHeadingCurrId :- '176031' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:24,022 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Failed By Style | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176035' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:24,198 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed : SpecialCase2|100.0|(65, 95, 86)|0.663| | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- 'Pediatrisk population' | Qrd txt :- 'Användning i den pediatriska populationen' | Matched :- 'True'
2021-09-19 09:59:24,221 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Flow Is Broken | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176052' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:24,238 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176052' | prevHeadingCurrId :- '176031' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:24,247 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Failed By Style | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176052' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:25,976 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- '5.2 Farmakokinetiska egenskaper' | Qrd txt :- '5.2 Farmakokinetiska egenskaper' | Matched :- 'True'
2021-09-19 09:59:25,996 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176036' | prevHeadingCurrId :- '176031' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:26,011 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Failed By Style | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176036' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:26,573 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- 'Absorption' | Qrd txt :- 'Absorption' | Matched :- 'True'
2021-09-19 09:59:26,589 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Flow Is Broken | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176037' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:26,608 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176037' | prevHeadingCurrId :- '176031' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:28,225 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- 'Distribution' | Qrd txt :- 'Distribution' | Matched :- 'True'
2021-09-19 09:59:28,245 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Flow Is Broken | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176038' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:28,268 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176038' | prevHeadingCurrId :- '176031' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:30,165 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- 'Metabolism' | Qrd txt :- 'Metabolism' | Matched :- 'True'
2021-09-19 09:59:30,184 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Flow Is Broken | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176039' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:30,210 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176039' | prevHeadingCurrId :- '176031' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:30,476 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- 'Eliminering' | Qrd txt :- 'Eliminering' | Matched :- 'True'
2021-09-19 09:59:30,497 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Flow Is Broken | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176040' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:30,523 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176040' | prevHeadingCurrId :- '176031' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:33,380 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- 'Pediatrisk population' | Qrd txt :- 'Pediatrisk population' | Matched :- 'True'
2021-09-19 09:59:33,398 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Failed As Wrong Heading Found | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176011' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:33,428 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- 'Pediatrisk population' | Qrd txt :- 'Pediatrisk population' | Matched :- 'True'
2021-09-19 09:59:33,447 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Failed As Wrong Heading Found | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176017' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:33,460 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- 'Pediatrisk population' | Qrd txt :- 'Pediatrisk population' | Matched :- 'True'
2021-09-19 09:59:33,478 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Failed As Wrong Heading Found | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176019' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:33,531 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- 'Pediatrisk population' | Qrd txt :- 'Pediatrisk population' | Matched :- 'True'
2021-09-19 09:59:33,548 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Failed As Wrong Heading Found | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176026' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:33,566 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- 'Pediatrisk population' | Qrd txt :- 'Pediatrisk population' | Matched :- 'True'
2021-09-19 09:59:33,583 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Failed As Wrong Heading Found | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176029' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:33,607 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- 'Pediatrisk population' | Qrd txt :- 'Pediatrisk population' | Matched :- 'True'
2021-09-19 09:59:33,633 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176035' | prevHeadingCurrId :- '176031' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:33,642 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Failed By Style | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176035' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:33,787 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed : SpecialCase2|100.0|(65, 95, 86)|0.663| | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- 'Pediatrisk population' | Qrd txt :- 'Användning i den pediatriska populationen' | Matched :- 'True'
2021-09-19 09:59:33,805 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Flow Is Broken | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176052' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:33,822 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176052' | prevHeadingCurrId :- '176031' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:33,833 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Failed By Style | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176052' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:39,562 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- '5.3 Prekliniska säkerhetsuppgifter' | Qrd txt :- '5.3 Prekliniska säkerhetsuppgifter' | Matched :- 'True'
2021-09-19 09:59:39,582 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Flow Is Broken | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176043' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:39,592 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176043' | prevHeadingCurrId :- '176031' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:39,601 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Failed By Style | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176043' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:40,930 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- '6. FARMACEUTISKA UPPGIFTER' | Qrd txt :- '6. FARMACEUTISKA UPPGIFTER' | Matched :- 'True'
2021-09-19 09:59:40,947 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Flow Is Broken | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176045' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:40,958 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176045' | prevHeadingCurrId :- '176031' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:40,967 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Failed By Style | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176045' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:41,435 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- '6.1 Förteckning över hjälpämnen' | Qrd txt :- '6.1 Förteckning över hjälpämnen' | Matched :- 'True'
2021-09-19 09:59:41,452 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Flow Is Broken | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176046' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:41,462 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176046' | prevHeadingCurrId :- '176031' | prevHeadingFoundId :- '176031'
2021-09-19 09:59:46,349 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- '6.2 Inkompatibiliteter' | Qrd txt :- '6.2 Inkompatibiliteter' | Matched :- 'True'
2021-09-19 09:59:46,366 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176047' | prevHeadingCurrId :- '176046' | prevHeadingFoundId :- '176046'
2021-09-19 09:59:46,375 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Failed By Style | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176047' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176046'
2021-09-19 09:59:47,217 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- '6.3 Hållbarhet' | Qrd txt :- '6.3 Hållbarhet' | Matched :- 'True'
2021-09-19 09:59:47,235 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Flow Is Broken | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176048' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176046'
2021-09-19 09:59:47,245 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176048' | prevHeadingCurrId :- '176046' | prevHeadingFoundId :- '176046'
2021-09-19 09:59:47,253 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Failed By Style | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176048' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176046'
2021-09-19 09:59:47,870 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- '6.4 Särskilda förvaringsanvisningar' | Qrd txt :- '6.4 Särskilda förvaringsanvisningar' | Matched :- 'True'
2021-09-19 09:59:47,893 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Flow Is Broken | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176049' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176046'
2021-09-19 09:59:47,903 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176049' | prevHeadingCurrId :- '176046' | prevHeadingFoundId :- '176046'
2021-09-19 09:59:47,916 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Failed By Style | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176049' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176046'
2021-09-19 09:59:48,874 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- '6.5 Förpackningstyp och innehåll' | Qrd txt :- '6.5 Förpackningstyp och innehåll' | Matched :- 'True'
2021-09-19 09:59:48,891 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Flow Is Broken | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176050' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176046'
2021-09-19 09:59:48,901 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176050' | prevHeadingCurrId :- '176046' | prevHeadingFoundId :- '176046'
2021-09-19 09:59:48,911 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Failed By Style | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176050' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176046'
2021-09-19 09:59:52,037 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed : Contains<>|63.41|(74, 90, 91)|0.826| | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- '6.6 Särskilda anvisningar för destruktion' | Qrd txt :- '6.6 Särskilda anvisningar för destruktion <och övrig hantering>' | Matched :- 'True'
2021-09-19 09:59:52,053 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Flow Is Broken | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176051' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176046'
2021-09-19 09:59:52,064 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176051' | prevHeadingCurrId :- '176046' | prevHeadingFoundId :- '176046'
2021-09-19 09:59:52,073 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Failed By Style | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176051' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176046'
2021-09-19 09:59:52,618 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed : Contains<>|72.09|(65, 77, 85)|0.811| | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- 'Inga särskilda anvisningar för destruktion.' | Qrd txt :- '6.6 Särskilda anvisningar för destruktion <och övrig hantering>' | Matched :- 'True'
2021-09-19 09:59:52,634 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Flow Is Broken | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176051' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176046'
2021-09-19 09:59:52,647 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176051' | prevHeadingCurrId :- '176046' | prevHeadingFoundId :- '176046'
2021-09-19 09:59:52,655 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Failed By Style | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176051' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176046'
2021-09-19 09:59:53,151 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- '7. INNEHAVARE AV GODKÄNNANDE FÖR FÖRSÄLJNING' | Qrd txt :- '7. INNEHAVARE AV GODKÄNNANDE FÖR FÖRSÄLJNING' | Matched :- 'True'
2021-09-19 09:59:53,169 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Flow Is Broken | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176053' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176046'
2021-09-19 09:59:53,179 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176053' | prevHeadingCurrId :- '176046' | prevHeadingFoundId :- '176046'
