2021-05-04 15:57:33,072 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Starting Heading Extraction | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json
2021-05-04 15:57:33,242 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Started Extracting Heading | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json
2021-05-04 15:57:33,367 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Qrd txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Matched :- 'True'
2021-05-04 16:33:06,513 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Validation Passed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | currHeadId :- '23012' | currParentHeadId :- '23005.0' | prevParentHeadId :- '23011'
2021-05-04 16:33:06,632 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Your ability to concentrate or react may be reduced if:' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:06,802 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Your ability to concentrate or react may be reduced if:' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:33:06,930 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '-        you have hypoglycaemia (low blood sugar levels),' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:07,096 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '-        you have hypoglycaemia (low blood sugar levels),' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:33:07,229 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '-        you have hyperglycaemia (high blood sugar levels),' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:07,368 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '-        you have hyperglycaemia (high blood sugar levels),' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:33:07,457 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '-        you have problems with your sight.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:07,555 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '-        you have problems with your sight.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:33:07,860 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Keep this possible problem in mind in all situations where you might put yourself and others at risk (such as driving a car or using machines). You should contact your doctor for advice on driving if:' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:08,312 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Keep this possible problem in mind in all situations where you might put yourself and others at risk (such as driving a car or using machines). You should contact your doctor for advice on driving if:' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:33:08,475 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '-        you have frequent episodes of hypoglycaemia,' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:08,612 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '-        you have frequent episodes of hypoglycaemia,' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:33:08,843 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '-        the first warning symptoms which help you to recognise hypoglycaemia are reduced or absent.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:09,134 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '-        the first warning symptoms which help you to recognise hypoglycaemia are reduced or absent.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:33:09,233 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'ABASAGLAR contains sodium' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:09,241 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Passed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'ABASAGLAR contains sodium' | Qrd txt :- 'ABASAGLAR contains {name the excipient(s)}' | Matched :- 'True'
2021-05-04 16:33:09,252 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Validation Passed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | currHeadId :- '23013' | currParentHeadId :- '23005.0' | prevParentHeadId :- '23012'
2021-05-04 16:33:09,470 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'This medicine contains less than 1 mmol (23 mg) sodium per dose, which means it is essentially ‘sodium-free’.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:09,830 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'This medicine contains less than 1 mmol (23 mg) sodium per dose, which means it is essentially ‘sodium-free’.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:33:09,922 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '3.       How to use ABASAGLAR' | Qrd txt :- 'Do not <take> <use> ABASAGLAR' | Matched :- 'False'
2021-05-04 16:33:09,945 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '3.       How to use ABASAGLAR' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:09,955 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Passed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '3.       How to use ABASAGLAR' | Qrd txt :- '3. How to <take> <use> ABASAGLAR ' | Matched :- 'True'
2021-05-04 16:33:09,965 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Validation Passed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | currHeadId :- '23014' | currParentHeadId :- '23001.0' | prevParentHeadId :- '23013'
2021-05-04 16:33:10,223 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Always use this medicine exactly as your doctor has told you. Check with your doctor or pharmacist if you are not sure.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:10,585 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Always use this medicine exactly as your doctor has told you. Check with your doctor or pharmacist if you are not sure.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:33:10,935 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Based on your life-style and the results of your blood sugar (glucose) tests and your previous insulin usage, your doctor will:' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:11,313 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Based on your life-style and the results of your blood sugar (glucose) tests and your previous insulin usage, your doctor will:' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:33:11,508 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '-        determine how much ABASAGLAR per day you will need and at what time,' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:11,712 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '-        determine how much ABASAGLAR per day you will need and at what time,' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:33:11,995 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '-        tell you when to check your blood sugar level, and whether you need to carry out urine tests,' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:12,308 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '-        tell you when to check your blood sugar level, and whether you need to carry out urine tests,' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:33:12,482 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '-        tell you when you may need to inject a higher or lower dose of ABASAGLAR.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:12,760 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '-        tell you when you may need to inject a higher or lower dose of ABASAGLAR.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:33:13,044 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'ABASAGLAR is a long-acting insulin. Your doctor may tell you to use it in combination with a short-acting insulin or with tablets used to treat high blood sugar levels.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:13,415 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'ABASAGLAR is a long-acting insulin. Your doctor may tell you to use it in combination with a short-acting insulin or with tablets used to treat high blood sugar levels.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:33:13,527 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Passed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Use in children and adolescents' | Qrd txt :- 'Children <and adolescents>' | Matched :- 'True'
2021-05-04 16:33:13,537 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Validation Failed As Previous Heading Found is not matching | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | currHeadId :- '23008' | currParentHeadId :- '23005.0' | prevParentHeadId :- '23014'
2021-05-04 16:33:13,564 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Use in children and adolescents' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:13,581 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Passed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Use in children and adolescents' | Qrd txt :- 'Use in children <and adolescents>' | Matched :- 'True'
2021-05-04 16:33:13,591 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Validation Passed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | currHeadId :- '23015' | currParentHeadId :- '23014.0' | prevParentHeadId :- '23014'
2021-05-04 16:33:13,850 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'ABASAGLAR can be used in adolescents and children aged 2 years and above. Use this medicine exactly as your doctor has told you.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:14,159 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'ABASAGLAR can be used in adolescents and children aged 2 years and above. Use this medicine exactly as your doctor has told you.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:33:14,296 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Frequency of administration' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:14,391 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Frequency of administration' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:33:14,644 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'You need one injection of ABASAGLAR every day, at the same time of the day.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:14,901 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'You need one injection of ABASAGLAR every day, at the same time of the day.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:33:14,993 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Method of administration' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:15,098 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Method of administration' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:33:15,729 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'ABASAGLAR is injected under the skin. Do NOT inject ABASAGLAR in a vein, since this will change its action and may cause hypoglycaemia.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:16,261 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'ABASAGLAR is injected under the skin. Do NOT inject ABASAGLAR in a vein, since this will change its action and may cause hypoglycaemia.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:33:17,027 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Your doctor will show you in which area of the skin you should inject ABASAGLAR. With each injection, change the puncture site within the particular area of skin that you are using.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:18,086 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Your doctor will show you in which area of the skin you should inject ABASAGLAR. With each injection, change the puncture site within the particular area of skin that you are using.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:33:18,293 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'How to handle ABASAGLAR KwikPen' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:18,439 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'How to handle ABASAGLAR KwikPen' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:33:18,716 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'ABASAGLAR KwikPen is a pre-filled disposable pen containing insulin glargine.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:19,010 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'ABASAGLAR KwikPen is a pre-filled disposable pen containing insulin glargine.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:33:19,373 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Read carefully the "ABASAGLAR KwikPen Instructions for Use" included with this package leaflet. You must use the pen as described in these Instructions for Use.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:19,862 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Read carefully the "ABASAGLAR KwikPen Instructions for Use" included with this package leaflet. You must use the pen as described in these Instructions for Use.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:33:20,236 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'A new needle must be attached before each use. Only use needles that are compatible for use with ABASAGLAR KwikPen (see “ABASAGLAR KwikPen Instructions for Use”).' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:20,659 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'A new needle must be attached before each use. Only use needles that are compatible for use with ABASAGLAR KwikPen (see “ABASAGLAR KwikPen Instructions for Use”).' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:33:20,883 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'A safety test must be performed before each injection.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:21,131 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'A safety test must be performed before each injection.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:33:21,730 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Look at the cartridge before you use the pen. Do not use ABASAGLAR KwikPen if you notice particles in it. Only use ABASAGLAR KwikPen if the solution is clear, colourless and water-like. Do not shake or mix it before use.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:22,184 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Look at the cartridge before you use the pen. Do not use ABASAGLAR KwikPen if you notice particles in it. Only use ABASAGLAR KwikPen if the solution is clear, colourless and water-like. Do not shake or mix it before use.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:33:22,493 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'To prevent the possible transmission of disease, each pen must be used by one patient only.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:22,821 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'To prevent the possible transmission of disease, each pen must be used by one patient only.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:33:23,083 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Make sure that neither alcohol nor other disinfectants or other substances contaminate the insulin.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:23,379 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Make sure that neither alcohol nor other disinfectants or other substances contaminate the insulin.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:33:23,864 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Always use a new pen if you notice that your blood sugar control is unexpectedly getting worse. If you think you may have a problem with ABASAGLAR KwikPen, consult your doctor, pharmacist or nurse.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:33:24,449 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Always use a new pen if you notice that your blood sugar control is unexpectedly getting worse. If you think you may have a problem with ABASAGLAR KwikPen, consult your doctor, pharmacist or nurse.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:33:24,684 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Empty pens must not be re-filled and must be properly discarded.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
