2021-05-04 15:57:28,431 : Flow Logger HTML : Starting HTML Conversion To Json | CAP |  en | HTML | Abasaglar-h-2835-en.html
2021-05-04 17:41:12,615 : XmlGeneration_0 : Initiating XML Generation | CAP |  en | 0 | AbilifyMaintena-h-2755-e_SmPC.json
2021-05-04 17:41:12,845 : XmlGeneration_0 : Writing to File:AbilifyMaintena-h-2755-e_SmPC.xml | CAP |  en | 0 | AbilifyMaintena-h-2755-e_SmPC.json
2021-05-04 17:41:17,472 : Flow Logger HTML : Completed Heading Extraction For File | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-04 17:41:17,474 : Flow Logger HTML : Starting Document Annotation For File | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-04 17:41:17,480 : Flow Logger HTML : Completed Document Annotation | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-04 17:41:17,481 : Flow Logger HTML : Starting Extracting Content Between Heading | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-04 17:41:17,487 : ExtractContentBetween_1 : Cleaning Match Results | CAP |  en | 1 | AbilifyMaintena-h-2755-e_ANNEX II.json
2021-05-04 17:41:17,494 : ExtractContentBetween_1 : Finished Cleaning Match Results | CAP |  en | 1 | AbilifyMaintena-h-2755-e_ANNEX II.json
2021-05-04 17:41:17,502 : ExtractContentBetween_1 : Extracting Content Between Headings | CAP |  en | 1 | AbilifyMaintena-h-2755-e_ANNEX II.json
2021-05-04 17:41:17,509 : ExtractContentBetween_1 : Finished Extracting Content Between Headings | CAP |  en | 1 | AbilifyMaintena-h-2755-e_ANNEX II.json
2021-05-04 17:41:17,511 : Flow Logger HTML : Completed Extracting Content Between Heading | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-04 17:41:17,525 : XmlGeneration_1 : PMS/OMS Annotation Not Performed | CAP |  en | 1 | AbilifyMaintena-h-2755-e_ANNEX II.json
2021-05-04 17:41:17,526 : XmlGeneration_1 : Initiating XML Generation | CAP |  en | 1 | AbilifyMaintena-h-2755-e_ANNEX II.json
2021-05-04 17:41:17,574 : XmlGeneration_1 : Writing to File:AbilifyMaintena-h-2755-e_ANNEX II.xml | CAP |  en | 1 | AbilifyMaintena-h-2755-e_ANNEX II.json
2021-05-04 17:43:09,541 : Flow Logger HTML : Completed Heading Extraction For File | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-04 17:43:09,542 : Flow Logger HTML : Starting Document Annotation For File | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-04 17:43:09,549 : Flow Logger HTML : Completed Document Annotation | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-04 17:43:09,551 : Flow Logger HTML : Starting Extracting Content Between Heading | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-04 17:43:09,554 : ExtractContentBetween_2 : Cleaning Match Results | CAP |  en | 2 | AbilifyMaintena-h-2755-e_ANNEX III.json
2021-05-04 17:43:09,559 : ExtractContentBetween_2 : Finished Cleaning Match Results | CAP |  en | 2 | AbilifyMaintena-h-2755-e_ANNEX III.json
2021-05-04 17:43:09,587 : ExtractContentBetween_2 : Extracting Content Between Headings | CAP |  en | 2 | AbilifyMaintena-h-2755-e_ANNEX III.json
2021-05-04 17:43:10,061 : ExtractContentBetween_2 : Finished Extracting Content Between Headings | CAP |  en | 2 | AbilifyMaintena-h-2755-e_ANNEX III.json
2021-05-04 17:43:10,064 : Flow Logger HTML : Completed Extracting Content Between Heading | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-04 17:43:10,075 : XmlGeneration_2 : PMS/OMS Annotation Not Performed | CAP |  en | 2 | AbilifyMaintena-h-2755-e_ANNEX III.json
2021-05-04 17:43:10,076 : XmlGeneration_2 : Initiating XML Generation | CAP |  en | 2 | AbilifyMaintena-h-2755-e_ANNEX III.json
2021-05-04 17:43:10,358 : XmlGeneration_2 : Writing to File:AbilifyMaintena-h-2755-e_ANNEX III.xml | CAP |  en | 2 | AbilifyMaintena-h-2755-e_ANNEX III.json
2021-05-04 17:49:50,070 : Flow Logger HTML : Completed Heading Extraction For File | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-04 17:49:50,071 : Flow Logger HTML : Starting Document Annotation For File | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-04 17:49:50,079 : Flow Logger HTML : Completed Document Annotation | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-04 17:49:50,080 : Flow Logger HTML : Starting Extracting Content Between Heading | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-04 17:49:50,085 : ExtractContentBetween_3 : Cleaning Match Results | CAP |  en | 3 | AbilifyMaintena-h-2755-e_ PACKAGE LEAFLET.json
2021-05-04 17:49:50,090 : ExtractContentBetween_3 : Finished Cleaning Match Results | CAP |  en | 3 | AbilifyMaintena-h-2755-e_ PACKAGE LEAFLET.json
2021-05-04 17:49:50,124 : ExtractContentBetween_3 : Extracting Content Between Headings | CAP |  en | 3 | AbilifyMaintena-h-2755-e_ PACKAGE LEAFLET.json
2021-05-04 17:49:50,157 : ExtractContentBetween_3 : Finished Extracting Content Between Headings | CAP |  en | 3 | AbilifyMaintena-h-2755-e_ PACKAGE LEAFLET.json
2021-05-04 17:49:50,160 : Flow Logger HTML : Completed Extracting Content Between Heading | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-04 17:49:50,187 : XmlGeneration_3 : PMS/OMS Annotation Not Performed | CAP |  en | 3 | AbilifyMaintena-h-2755-e_ PACKAGE LEAFLET.json
2021-05-04 17:49:50,189 : XmlGeneration_3 : Initiating XML Generation | CAP |  en | 3 | AbilifyMaintena-h-2755-e_ PACKAGE LEAFLET.json
2021-05-04 17:49:50,590 : XmlGeneration_3 : Writing to File:AbilifyMaintena-h-2755-e_ PACKAGE LEAFLET.xml | CAP |  en | 3 | AbilifyMaintena-h-2755-e_ PACKAGE LEAFLET.json
2021-05-04 17:49:52,515 : Flow Logger HTML : Completed Processing Partitioned Jsons | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-04 18:42:08,965 : Flow Logger HTML : Starting HTML Conversion To Json | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:42:08,965 : Flow Logger HTML : Starting HTML Conversion To Json | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:42:08,976 : Style Dictionary_r : Reading style dictionary in file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\data\styleRules\rule_dictionary_en.json | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:42:09,019 : Style Dictionary_r : Qrd Section Keys Generated: ANNEX I, ANNEX II, ANNEX III, B. PACKAGE LEAFLET | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:42:32,844 : Flow Logger HTML : Starting HTML Conversion To Json | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:42:32,851 : Style Dictionary_a : Reading style dictionary in file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\data\styleRules\rule_dictionary_en.json | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:42:33,180 : Style Dictionary_a : Qrd Section Keys Generated: ANNEX I, ANNEX II, ANNEX III, B. PACKAGE LEAFLET | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:42:37,103 : Parser_g : Writing to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\data\outputJSON\CAP\en\AERIUS-H-C-0313-N-XX2-PI-en-WRM.json | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:42:37,343 : Flow Logger HTML : Completed HTML Conversion To Json | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:42:37,344 : Flow Logger HTML : Starting Json Split | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:42:37,348 : Style Dictionary_S : Reading style dictionary in file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\data\styleRules\rule_dictionary_en.json | CAP |  en | Json | AERIUS-H-C-0313-N-XX2-PI-en-WRM.json
2021-05-04 18:42:37,376 : Style Dictionary_S : Qrd Section Keys Generated: ANNEX I, ANNEX II, ANNEX III, B. PACKAGE LEAFLET | CAP |  en | Json | AERIUS-H-C-0313-N-XX2-PI-en-WRM.json
2021-05-04 18:42:37,381 : Partition_V : Partitioning Json: AERIUS-H-C-0313-N-XX2-PI-en-WRM.json | CAP |  en | Json | AERIUS-H-C-0313-N-XX2-PI-en-WRM.json
2021-05-04 18:42:37,543 : Partition_V : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\data\partitionedJSONs\CAP\en\AERIUS-H-C-0313-N-XX2-PI-en-WRM_SmPC.json | CAP |  en | Json | AERIUS-H-C-0313-N-XX2-PI-en-WRM.json
2021-05-04 18:42:37,600 : Partition_V : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\data\partitionedJSONs\CAP\en\AERIUS-H-C-0313-N-XX2-PI-en-WRM_ANNEX II.json | CAP |  en | Json | AERIUS-H-C-0313-N-XX2-PI-en-WRM.json
2021-05-04 18:42:37,656 : Partition_V : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\data\partitionedJSONs\CAP\en\AERIUS-H-C-0313-N-XX2-PI-en-WRM_ANNEX III.json | CAP |  en | Json | AERIUS-H-C-0313-N-XX2-PI-en-WRM.json
2021-05-04 18:42:37,672 : Partition_V : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\data\partitionedJSONs\CAP\en\AERIUS-H-C-0313-N-XX2-PI-en-WRM_ PACKAGE LEAFLET.json | CAP |  en | Json | AERIUS-H-C-0313-N-XX2-PI-en-WRM.json
2021-05-04 18:42:37,692 : Flow Logger HTML : Completed Json Split | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:42:37,694 : Flow Logger HTML : Started Processing Partitioned Jsons | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:43:51,784 : Flow Logger HTML : Completed Heading Extraction For File | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:43:51,785 : Flow Logger HTML : Starting Document Annotation For File | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:43:53,356 : Flow Logger HTML : Completed Document Annotation | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:43:53,359 : Flow Logger HTML : Starting Extracting Content Between Heading | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:43:53,364 : ExtractContentBetween_0 : Cleaning Match Results | CAP |  en | 0 | AERIUS-H-C-0313-N-XX2-PI-en-WRM_SmPC.json
2021-05-04 18:43:53,370 : ExtractContentBetween_0 : Finished Cleaning Match Results | CAP |  en | 0 | AERIUS-H-C-0313-N-XX2-PI-en-WRM_SmPC.json
2021-05-04 18:43:53,400 : ExtractContentBetween_0 : Extracting Content Between Headings | CAP |  en | 0 | AERIUS-H-C-0313-N-XX2-PI-en-WRM_SmPC.json
2021-05-04 18:43:53,418 : ExtractContentBetween_0 : Finished Extracting Content Between Headings | CAP |  en | 0 | AERIUS-H-C-0313-N-XX2-PI-en-WRM_SmPC.json
2021-05-04 18:43:53,420 : Flow Logger HTML : Completed Extracting Content Between Heading | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:43:53,440 : XmlGeneration_0 : PMS/OMS Annotation Not Performed | CAP |  en | 0 | AERIUS-H-C-0313-N-XX2-PI-en-WRM_SmPC.json
2021-05-04 18:43:53,442 : XmlGeneration_0 : Initiating XML Generation | CAP |  en | 0 | AERIUS-H-C-0313-N-XX2-PI-en-WRM_SmPC.json
2021-05-04 18:43:53,652 : XmlGeneration_0 : Writing to File:AERIUS-H-C-0313-N-XX2-PI-en-WRM_SmPC.xml | CAP |  en | 0 | AERIUS-H-C-0313-N-XX2-PI-en-WRM_SmPC.json
2021-05-04 18:44:00,309 : Flow Logger HTML : Completed Heading Extraction For File | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:44:00,310 : Flow Logger HTML : Starting Document Annotation For File | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:44:00,315 : Flow Logger HTML : Completed Document Annotation | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:44:00,316 : Flow Logger HTML : Starting Extracting Content Between Heading | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:44:00,322 : ExtractContentBetween_1 : Cleaning Match Results | CAP |  en | 1 | AERIUS-H-C-0313-N-XX2-PI-en-WRM_ANNEX II.json
2021-05-04 18:44:00,325 : ExtractContentBetween_1 : Finished Cleaning Match Results | CAP |  en | 1 | AERIUS-H-C-0313-N-XX2-PI-en-WRM_ANNEX II.json
2021-05-04 18:44:00,331 : ExtractContentBetween_1 : Extracting Content Between Headings | CAP |  en | 1 | AERIUS-H-C-0313-N-XX2-PI-en-WRM_ANNEX II.json
2021-05-04 18:44:00,333 : ExtractContentBetween_1 : Finished Extracting Content Between Headings | CAP |  en | 1 | AERIUS-H-C-0313-N-XX2-PI-en-WRM_ANNEX II.json
2021-05-04 18:44:00,335 : Flow Logger HTML : Completed Extracting Content Between Heading | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:44:00,345 : XmlGeneration_1 : PMS/OMS Annotation Not Performed | CAP |  en | 1 | AERIUS-H-C-0313-N-XX2-PI-en-WRM_ANNEX II.json
2021-05-04 18:44:00,346 : XmlGeneration_1 : Initiating XML Generation | CAP |  en | 1 | AERIUS-H-C-0313-N-XX2-PI-en-WRM_ANNEX II.json
2021-05-04 18:44:00,369 : XmlGeneration_1 : Writing to File:AERIUS-H-C-0313-N-XX2-PI-en-WRM_ANNEX II.xml | CAP |  en | 1 | AERIUS-H-C-0313-N-XX2-PI-en-WRM_ANNEX II.json
2021-05-04 18:44:26,678 : Flow Logger HTML : Completed Heading Extraction For File | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:44:26,679 : Flow Logger HTML : Starting Document Annotation For File | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:44:26,684 : Flow Logger HTML : Completed Document Annotation | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:44:26,685 : Flow Logger HTML : Starting Extracting Content Between Heading | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:44:26,689 : ExtractContentBetween_2 : Cleaning Match Results | CAP |  en | 2 | AERIUS-H-C-0313-N-XX2-PI-en-WRM_ANNEX III.json
2021-05-04 18:44:26,692 : ExtractContentBetween_2 : Finished Cleaning Match Results | CAP |  en | 2 | AERIUS-H-C-0313-N-XX2-PI-en-WRM_ANNEX III.json
2021-05-04 18:44:26,704 : ExtractContentBetween_2 : Extracting Content Between Headings | CAP |  en | 2 | AERIUS-H-C-0313-N-XX2-PI-en-WRM_ANNEX III.json
2021-05-04 18:44:26,852 : ExtractContentBetween_2 : Finished Extracting Content Between Headings | CAP |  en | 2 | AERIUS-H-C-0313-N-XX2-PI-en-WRM_ANNEX III.json
2021-05-04 18:44:26,853 : Flow Logger HTML : Completed Extracting Content Between Heading | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:44:26,864 : XmlGeneration_2 : PMS/OMS Annotation Not Performed | CAP |  en | 2 | AERIUS-H-C-0313-N-XX2-PI-en-WRM_ANNEX III.json
2021-05-04 18:44:26,865 : XmlGeneration_2 : Initiating XML Generation | CAP |  en | 2 | AERIUS-H-C-0313-N-XX2-PI-en-WRM_ANNEX III.json
2021-05-04 18:44:26,960 : XmlGeneration_2 : Writing to File:AERIUS-H-C-0313-N-XX2-PI-en-WRM_ANNEX III.xml | CAP |  en | 2 | AERIUS-H-C-0313-N-XX2-PI-en-WRM_ANNEX III.json
2021-05-04 18:46:19,692 : Flow Logger HTML : Completed Heading Extraction For File | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:46:19,693 : Flow Logger HTML : Starting Document Annotation For File | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:46:19,699 : Flow Logger HTML : Completed Document Annotation | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:46:19,700 : Flow Logger HTML : Starting Extracting Content Between Heading | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:46:19,704 : ExtractContentBetween_3 : Cleaning Match Results | CAP |  en | 3 | AERIUS-H-C-0313-N-XX2-PI-en-WRM_ PACKAGE LEAFLET.json
2021-05-04 18:46:19,708 : ExtractContentBetween_3 : Finished Cleaning Match Results | CAP |  en | 3 | AERIUS-H-C-0313-N-XX2-PI-en-WRM_ PACKAGE LEAFLET.json
2021-05-04 18:46:19,727 : ExtractContentBetween_3 : Extracting Content Between Headings | CAP |  en | 3 | AERIUS-H-C-0313-N-XX2-PI-en-WRM_ PACKAGE LEAFLET.json
2021-05-04 18:46:19,743 : ExtractContentBetween_3 : Finished Extracting Content Between Headings | CAP |  en | 3 | AERIUS-H-C-0313-N-XX2-PI-en-WRM_ PACKAGE LEAFLET.json
2021-05-04 18:46:19,745 : Flow Logger HTML : Completed Extracting Content Between Heading | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 18:46:19,755 : XmlGeneration_3 : PMS/OMS Annotation Not Performed | CAP |  en | 3 | AERIUS-H-C-0313-N-XX2-PI-en-WRM_ PACKAGE LEAFLET.json
2021-05-04 18:46:19,757 : XmlGeneration_3 : Initiating XML Generation | CAP |  en | 3 | AERIUS-H-C-0313-N-XX2-PI-en-WRM_ PACKAGE LEAFLET.json
2021-05-04 18:46:20,107 : XmlGeneration_3 : Writing to File:AERIUS-H-C-0313-N-XX2-PI-en-WRM_ PACKAGE LEAFLET.xml | CAP |  en | 3 | AERIUS-H-C-0313-N-XX2-PI-en-WRM_ PACKAGE LEAFLET.json
2021-05-04 18:46:23,928 : Flow Logger HTML : Completed Processing Partitioned Jsons | CAP |  en | HTML | AERIUS-H-C-0313-N-XX2-PI-en-WRM.html
2021-05-04 19:48:32,493 : Flow Logger HTML : Starting HTML Conversion To Json | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-04 19:48:32,501 : Style Dictionary_f : Reading style dictionary in file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\data\styleRules\rule_dictionary_en.json | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-04 19:48:32,823 : Style Dictionary_f : Qrd Section Keys Generated: ANNEX I, ANNEX II, ANNEX III, B. PACKAGE LEAFLET | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-04 19:48:38,659 : Parser_o : Writing to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\data\outputJSON\CAP\en\AbilifyMaintena-h-2755-e.json | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-04 19:48:39,012 : Flow Logger HTML : Completed HTML Conversion To Json | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-04 19:48:39,014 : Flow Logger HTML : Starting Json Split | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-04 19:48:39,018 : Style Dictionary_C : Reading style dictionary in file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\data\styleRules\rule_dictionary_en.json | CAP |  en | Json | AbilifyMaintena-h-2755-e.json
2021-05-04 19:48:39,052 : Style Dictionary_C : Qrd Section Keys Generated: ANNEX I, ANNEX II, ANNEX III, B. PACKAGE LEAFLET | CAP |  en | Json | AbilifyMaintena-h-2755-e.json
2021-05-04 19:48:39,058 : Partition_B : Partitioning Json: AbilifyMaintena-h-2755-e.json | CAP |  en | Json | AbilifyMaintena-h-2755-e.json
2021-05-04 19:48:39,217 : Partition_B : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\data\partitionedJSONs\CAP\en\AbilifyMaintena-h-2755-e_SmPC.json | CAP |  en | Json | AbilifyMaintena-h-2755-e.json
2021-05-04 19:48:39,268 : Partition_B : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\data\partitionedJSONs\CAP\en\AbilifyMaintena-h-2755-e_ANNEX II.json | CAP |  en | Json | AbilifyMaintena-h-2755-e.json
2021-05-04 19:48:39,341 : Partition_B : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\data\partitionedJSONs\CAP\en\AbilifyMaintena-h-2755-e_ANNEX III.json | CAP |  en | Json | AbilifyMaintena-h-2755-e.json
2021-05-04 19:48:39,365 : Partition_B : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\data\partitionedJSONs\CAP\en\AbilifyMaintena-h-2755-e_ PACKAGE LEAFLET.json | CAP |  en | Json | AbilifyMaintena-h-2755-e.json
2021-05-04 19:48:39,386 : Flow Logger HTML : Completed Json Split | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-04 19:48:39,388 : Flow Logger HTML : Started Processing Partitioned Jsons | CAP |  en | HTML | AbilifyMaintena-h-2755-e.html
2021-05-05 17:02:11,554 : Flow Logger HTML : Starting HTML Conversion To Json | converted_to_html | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:02:52,936 : Flow Logger HTML : Starting HTML Conversion To Json | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:02:52,936 : Flow Logger HTML : Starting HTML Conversion To Json | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:02:52,951 : Style Dictionary_y : Reading style dictionary in file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\data\styleRules\rule_dictionary_en.json | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:02:53,244 : Style Dictionary_y : Qrd Section Keys Generated: ANNEX I, ANNEX II, ANNEX III, B. PACKAGE LEAFLET | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:04:14,911 : Flow Logger HTML : Starting HTML Conversion To Json | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:04:14,911 : Flow Logger HTML : Starting HTML Conversion To Json | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:04:14,911 : Flow Logger HTML : Starting HTML Conversion To Json | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:04:14,934 : Style Dictionary_W : Reading style dictionary in file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\data\styleRules\rule_dictionary_en.json | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:04:15,002 : Style Dictionary_W : Qrd Section Keys Generated: ANNEX I, ANNEX II, ANNEX III, B. PACKAGE LEAFLET | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:04:52,108 : Flow Logger HTML : Starting HTML Conversion To Json | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:04:52,108 : Flow Logger HTML : Starting HTML Conversion To Json | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:04:52,108 : Flow Logger HTML : Starting HTML Conversion To Json | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:04:52,108 : Flow Logger HTML : Starting HTML Conversion To Json | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:04:52,126 : Style Dictionary_G : Reading style dictionary in file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\data\styleRules\rule_dictionary_en.json | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:04:52,158 : Style Dictionary_G : Qrd Section Keys Generated: ANNEX I, ANNEX II, ANNEX III, B. PACKAGE LEAFLET | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:06:26,107 : Flow Logger HTML : Starting HTML Conversion To Json | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:06:26,107 : Flow Logger HTML : Starting HTML Conversion To Json | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:06:26,107 : Flow Logger HTML : Starting HTML Conversion To Json | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:06:26,107 : Flow Logger HTML : Starting HTML Conversion To Json | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:06:26,107 : Flow Logger HTML : Starting HTML Conversion To Json | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:06:26,120 : Style Dictionary_o : Reading style dictionary in file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\data\styleRules\rule_dictionary_en.json | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:06:26,155 : Style Dictionary_o : Qrd Section Keys Generated: ANNEX I, ANNEX II, ANNEX III, B. PACKAGE LEAFLET | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:07:59,279 : Flow Logger HTML : Starting HTML Conversion To Json | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:07:59,279 : Flow Logger HTML : Starting HTML Conversion To Json | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:07:59,279 : Flow Logger HTML : Starting HTML Conversion To Json | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:07:59,279 : Flow Logger HTML : Starting HTML Conversion To Json | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:07:59,279 : Flow Logger HTML : Starting HTML Conversion To Json | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:07:59,279 : Flow Logger HTML : Starting HTML Conversion To Json | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:07:59,296 : Style Dictionary_C : Reading style dictionary in file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\data\styleRules\rule_dictionary_en.json | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:07:59,326 : Style Dictionary_C : Qrd Section Keys Generated: ANNEX I, ANNEX II, ANNEX III, B. PACKAGE LEAFLET | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:08:40,858 : Flow Logger HTML : Starting HTML Conversion To Json | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:08:40,858 : Flow Logger HTML : Starting HTML Conversion To Json | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
2021-05-05 17:08:40,858 : Flow Logger HTML : Starting HTML Conversion To Json | H | CAP |  en | HTML | Adakveo-4874 EN PI_SmPC.json
