,id,domain,Procedure type,Document type,Language code,Display code,Name,parent_id,Mandatory,heading_id
1964,58010,H,CAP,Labelling,it,8,DATA DI SCADENZA,58002.0,True,10
1965,58011,H,CAP,Labelling,it,9,PRECAUZIONI PARTICOLARI PER LA CONSERVAZIONE,58002.0,True,11
1966,58012,H,CAP,Labelling,it,10,"PRECAUZIONI PARTICOLARI PER LO SMALTIMENTO DEL MEDICINALE NON UTILIZZATO O DEI RIFIUTI DERIVATI DA TALE MEDICINALE, SE NECESSARIO",58002.0,True,12
1967,58013,H,CAP,Labelling,it,11,NOME E INDIRIZZO DEL TITOLARE DELL’AUTORIZZAZIONE ALL’IMMISSIONE IN COMMERCIO,58002.0,True,13
1968,58014,H,CAP,Labelling,it,12,NUMERO(I) DELL’AUTORIZZAZIONE ALL’IMMISSIONE IN COMMERCIO ,58002.0,True,14
1969,58015,H,CAP,Labelling,it,13,"NUMERO DI LOTTO<, CODICI DELLA DONAZIONE E DEL PRODOTTO>",58002.0,True,15
1970,58016,H,CAP,Labelling,it,14,CONDIZIONE GENERALE DI FORNITURA,58002.0,True,16
1971,58017,H,CAP,Labelling,it,15,ISTRUZIONI PER L’USO,58002.0,True,17
1972,58018,H,CAP,Labelling,it,16,INFORMAZIONI IN BRAILLE,58002.0,True,18
1973,58019,H,CAP,Labelling,it,17,IDENTIFICATIVO UNICO – CODICE A BARRE BIDIMENSIONALE,58002.0,True,19
1974,58020,H,CAP,Labelling,it,18,IDENTIFICATIVO UNICO - DATI LEGGIBILI ,58002.0,True,20
1975,58021,H,CAP,Labelling,it,,INFORMAZIONI MINIME DA APPORRE SU BLISTER O STRIP,58001.0,True,21
1976,58022,H,CAP,Labelling,it,1,DENOMINAZIONE DEL MEDICINALE,58021.0,True,22
1977,58023,H,CAP,Labelling,it,2,NOME DEL TITOLARE DELL’AUTORIZZAZIONE ALL’IMMISSIONE IN COMMERCIO,58021.0,True,23
1978,58024,H,CAP,Labelling,it,3,DATA DI SCADENZA,58021.0,True,24
1979,58025,H,CAP,Labelling,it,4,"NUMERO DI LOTTO<, CODICI DELLA DONAZIONE E DEL PRODOTTO>",58021.0,True,25
1980,58026,H,CAP,Labelling,it,5,ALTRO,58021.0,True,26
1981,58027,H,CAP,Labelling,it,,INFORMAZIONI MINIME DA APPORRE SUI CONFEZIONAMENTI PRIMARI DI PICCOLE DIMENSIONI,58001.0,True,27
1982,58028,H,CAP,Labelling,it,1,DENOMINAZIONE DEL MEDICINALE E VIA(E) DI SOMMINISTRAZIONE,58027.0,True,28
1983,58029,H,CAP,Labelling,it,2,MODO DI SOMMINISTRAZIONE,58027.0,True,29
1984,58030,H,CAP,Labelling,it,3,DATA DI SCADENZA,58027.0,True,30
1985,58031,H,CAP,Labelling,it,4,"NUMERO DI LOTTO<, CODICI DELLA DONAZIONE E DEL PRODOTTO>",58027.0,True,31
1986,58032,H,CAP,Labelling,it,5,"CONTENUTO IN PESO, VOLUME O UNITÀ",58027.0,True,32
1987,58033,H,CAP,Labelling,it,6,ALTRO,58027.0,True,33
1988,59001,H,CAP,Package leaflet,it,B,FOGLIO ILLUSTRATIVO,,True,1
1989,59002,H,CAP,Package leaflet,it,,q Medicinale sottoposto a monitoraggio addizionale. Ciò permetterà la rapida identificazione di nuove informazioni sulla sicurezza. Lei può contribuire segnalando qualsiasi effetto indesiderato riscontrato durante l’assunzione di questo medicinale. Vedere la fine del paragrafo 4 per le informazioni su come segnalare gli effetti indesiderati.,59001.0,False,2
1990,59003,H,CAP,Package leaflet,it,,Contenuto di questo foglio,59001.0,True,3
1991,59004,H,CAP,Package leaflet,it,1,Cos’è X e a cosa serve,59001.0,True,4
1992,59005,H,CAP,Package leaflet,it,2,Cosa deve sapere prima di <prendere> <usare> X ,59001.0,True,5
1993,59006,H,CAP,Package leaflet,it,,Non <prenda> <usi> X,59005.0,True,6
1994,59007,H,CAP,Package leaflet,it,,Avvertenze e precauzioni,59005.0,True,7
1995,59008,H,CAP,Package leaflet,it,,Bambini <e adolescenti>,59005.0,True,8
1996,59009,H,CAP,Package leaflet,it,,Altri medicinali e X,59005.0,True,9
1997,59010,H,CAP,Package leaflet,it,,"X con <cibi> <e> <,> <bevande> <e> <alcol>",59005.0,True,10
1998,59011,H,CAP,Package leaflet,it,,"Gravidanza <e> <,> allattamento <e fertilità>",59005.0,True,11
1999,59012,H,CAP,Package leaflet,it,,Guida di veicoli e utilizzo di macchinari,59005.0,True,12
2000,59013,H,CAP,Package leaflet,it,,X contiene {nome del(degli) eccipiente(i)},59005.0,False,13
2001,59014,H,CAP,Package leaflet,it,3,Come <prendere> <usare> X,59001.0,True,14
2002,59015,H,CAP,Package leaflet,it,,Uso nei bambini <e negli adolescenti>,59014.0,False,15
2003,59016,H,CAP,Package leaflet,it,,Se <prende> <usa> più X di quanto deve,59014.0,False,16
2004,59017,H,CAP,Package leaflet,it,,Se dimentica di <prendere> <usare> X,59014.0,False,17
2005,59018,H,CAP,Package leaflet,it,,Se interrompe il trattamento con X,59014.0,False,18
2006,59019,H,CAP,Package leaflet,it,4,Possibili effetti indesiderati,59001.0,True,19
2007,59020,H,CAP,Package leaflet,it,,Effetti indesiderati aggiuntivi nei bambini <e negli adolescenti>,59019.0,False,20
2008,59021,H,CAP,Package leaflet,it,,Segnalazione degli effetti indesiderati,59019.0,True,21
2009,59022,H,CAP,Package leaflet,it,5,Come conservare X,59001.0,True,22
2010,59023,H,CAP,Package leaflet,it,6,Contenuto della confezione e altre informazioni,59001.0,True,23
2011,59024,H,CAP,Package leaflet,it,,Cosa contiene X,59023.0,True,24
2012,59025,H,CAP,Package leaflet,it,,Descrizione dell’aspetto di X e contenuto della confezione,59023.0,True,25
2013,59026,H,CAP,Package leaflet,it,,Titolare dell’autorizzazione all’immissione in commercio e produttore,59023.0,True,26
2014,59027,H,CAP,Package leaflet,it,,"Per ulteriori informazioni su questo medicinale, contatti il rappresentate locale del titolare dell’autorizzazione all’immissione in commercio:",59023.0,False,27
2015,59028,H,CAP,Package leaflet,it,,Questo foglio illustrativo è stato aggiornato il <{MM/AAAA}><{mese AAAA}>.,59023.0,True,28
2016,59029,H,CAP,Package leaflet,it,,Altre fonti d’informazioni,59023.0,False,29
2017,59030,H,CAP,Package leaflet,it,,Le informazioni seguenti sono destinate esclusivamente agli operatori sanitari:,59001.0,False,30
2018,60001,H,CAP,SmPC,lt,,PREPARATO CHARAKTERISTIKŲ SANTRAUKA,,True,1
2019,60002,H,CAP,SmPC,lt,,"qVykdoma papildoma šio vaistinio preparato stebėsena. Tai padės greitai nustatyti naują saugumo informaciją. Sveikatos priežiūros specialistai turi pranešti apie bet kokias įtariamas nepageidaujamas reakcijas. Apie tai, kaip pranešti apie nepageidaujamas reakcijas, žr. 4.8 skyriuje.> ",60001.0,False,2
2020,60003,H,CAP,SmPC,lt,1,VAISTINIO PREPARATO PAVADINIMAS,60001.0,True,3
2021,60004,H,CAP,SmPC,lt,2,KOKYBINĖ IR KIEKYBINĖ SUDĖTIS,60001.0,True,4
2022,60005,H,CAP,SmPC,lt,2.1,Bendras aprašymas,60004.0,False,5
2023,60006,H,CAP,SmPC,lt,2.2,Kokybinė ir kiekybinė sudėtis,60004.0,False,6
2024,60007,H,CAP,SmPC,lt,,"Pagalbinė (-s) medžiaga (-os), kurios (-ių) poveikis žinomas",60006.0,False,7
2025,60008,H,CAP,SmPC,lt,3,FARMACINĖ FORMA,60001.0,True,8
2026,60009,H,CAP,SmPC,lt,4,KLINIKINĖ INFORMACIJA,60001.0,True,9
2027,60010,H,CAP,SmPC,lt,4.1,Terapinės indikacijos,60009.0,True,10
2028,60011,H,CAP,SmPC,lt,4.2,Dozavimas ir vartojimo metodas,60009.0,True,11
2029,60012,H,CAP,SmPC,lt,,Dozavimas,60011.0,True,12
2030,60013,H,CAP,SmPC,lt,,Vaikų populiacija,60012.0,True,13
2031,60014,H,CAP,SmPC,lt,,Vartojimo metodas,60011.0,True,14
2032,60015,H,CAP,SmPC,lt,,Atsargumo priemonės prieš ruošiant ar vartojant šį vaistinį preparatą,60014.0,False,15
2033,60016,H,CAP,SmPC,lt,4.3,Kontraindikacijos,60009.0,True,16
2034,60017,H,CAP,SmPC,lt,4.4,Specialūs įspėjimai ir atsargumo priemonės,60009.0,True,17
2035,60018,H,CAP,SmPC,lt,,Atsekamumas,60017.0,False,18
2036,60019,H,CAP,SmPC,lt,,Vaikų populiacija,60017.0,False,19
2037,60020,H,CAP,SmPC,lt,4.5,Sąveika su kitais vaistiniais preparatais ir kitokia sąveika,60009.0,True,20
2038,60021,H,CAP,SmPC,lt,,Vaikų populiacija,60020.0,False,21
2039,60022,H,CAP,SmPC,lt,4.6,"Vaisingumas, nėštumo ir žindymo laikotarpis",60009.0,True,22
2040,60023,H,CAP,SmPC,lt,,Nėštumas,60022.0,False,23
2041,60024,H,CAP,SmPC,lt,,Žindymas,60022.0,False,24
2042,60025,H,CAP,SmPC,lt,,Vaisingumas,60022.0,False,25
2043,60026,H,CAP,SmPC,lt,4.7,Poveikis gebėjimui vairuoti ir valdyti mechanizmus,60009.0,True,26
2044,60027,H,CAP,SmPC,lt,4.8,Nepageidaujamas poveikis,60009.0,True,27
2045,60028,H,CAP,SmPC,lt,,Vaikų populiacija,60027.0,False,28
2046,60029,H,CAP,SmPC,lt,,Pranešimas apie įtariamas nepageidaujamas reakcijas,60027.0,True,29
2047,60030,H,CAP,SmPC,lt,4.9,Perdozavimas,60009.0,True,30
2048,60031,H,CAP,SmPC,lt,,Vaikų populiacija,60030.0,False,31
2049,60032,H,CAP,SmPC,lt,5,FARMAKOLOGINĖS SAVYBĖS,60001.0,True,32
2050,60033,H,CAP,SmPC,lt,5.1,Farmakodinaminės savybės,60032.0,True,33
2051,60034,H,CAP,SmPC,lt,,Veikimo mechanizmas,60033.0,False,34
2052,60035,H,CAP,SmPC,lt,,Farmakodinaminis poveikis,60033.0,False,35
2053,60036,H,CAP,SmPC,lt,,Klinikinis veiksmingumas ir saugumas,60033.0,False,36
2054,60037,H,CAP,SmPC,lt,,Vaikų populiacija,60033.0,False,37
2055,60038,H,CAP,SmPC,lt,5.2,Farmakokinetinės savybės,60032.0,True,38
2056,60039,H,CAP,SmPC,lt,,Absorbcija,60038.0,False,39
2057,60040,H,CAP,SmPC,lt,,Pasiskirstymas,60038.0,False,40
2058,60041,H,CAP,SmPC,lt,,Biotransformacija,60038.0,False,41
2059,60042,H,CAP,SmPC,lt,,Eliminacija,60038.0,False,42
2060,60043,H,CAP,SmPC,lt,,Tiesinis / netiesinis pobūdis,60038.0,False,43
2061,60044,H,CAP,SmPC,lt,,Santykis tarp farmakokinetikos ir farmakodinamikos,60038.0,False,44
2062,60045,H,CAP,SmPC,lt,5.3,Ikiklinikinių saugumo tyrimų duomenys,60032.0,True,45
2063,60046,H,CAP,SmPC,lt,,Pavojaus aplinkai vertinimas (PAV),60045.0,False,46
2064,60047,H,CAP,SmPC,lt,6,FARMACINĖ INFORMACIJA,60001.0,True,47
2065,60048,H,CAP,SmPC,lt,6.1,Pagalbinių medžiagų sąrašas,60047.0,True,48
2066,60049,H,CAP,SmPC,lt,6.2,Nesuderinamumas,60047.0,True,49
2067,60050,H,CAP,SmPC,lt,6.3,Tinkamumo laikas,60047.0,True,50
2068,60051,H,CAP,SmPC,lt,6.4,Specialios laikymo sąlygos,60047.0,True,51
2069,60052,H,CAP,SmPC,lt,6.5,Talpyklės pobūdis ir jos turinys <bei speciali vartojimo ar implantavimo įranga>,60047.0,True,52
2070,60053,H,CAP,SmPC,lt,6.6,Specialūs reikalavimai atliekoms tvarkyti <ir vaistiniam preparatui ruošti>,60047.0,True,53
2071,60054,H,CAP,SmPC,lt,,Vartojimas vaikų populiacijai,60053.0,False,54
2072,60055,H,CAP,SmPC,lt,7,REGISTRUOTOJAS,60001.0,True,55
2073,60056,H,CAP,SmPC,lt,8,REGISTRACIJOS PAŽYMĖJIMO NUMERIS (-IAI),60001.0,True,56
2074,60057,H,CAP,SmPC,lt,9,REGISTRAVIMO / PERREGISTRAVIMO DATA,60001.0,True,57
2075,60058,H,CAP,SmPC,lt,10,TEKSTO PERŽIŪROS DATA,60001.0,True,58
2076,60059,H,CAP,SmPC,lt,11,DOZIMETRIJA,60001.0,False,59
2077,60060,H,CAP,SmPC,lt,12,RADIOFARMACINIŲ PREPARATŲ RUOŠIMO INSTRUKCIJA,60001.0,False,60
2078,61001,H,CAP,Annex II,lt,,II PRIEDAS,,True,1
2079,61002,H,CAP,Annex II,lt,A,"<BIOLOGINĖS (-IŲ) VEIKLIOSIOS (-IŲJŲ) MEDŽIAGOS (-Ų) GAMINTOJAS (-AI) IR> GAMINTOJAS (-AI), ATSAKINGAS (-I) UŽ SERIJŲ IŠLEIDIMĄ",61001.0,True,2
2080,61003,H,CAP,Annex II,lt,,Biologinės (-ių) veikliosios (-iųjų) medžiagos (-ų) gamintojo (-ų) pavadinimas (-ai) ir adresas (-ai),61002.0,False,3
2081,61004,H,CAP,Annex II,lt,,"Gamintojo (-ų), atsakingo (-ų) už serijų išleidimą, pavadinimas (-ai) ir adresas (-ai)",61002.0,True,4
2082,61005,H,CAP,Annex II,lt,B,TIEKIMO IR VARTOJIMO SĄLYGOS AR APRIBOJIMAI ,61001.0,True,5
2083,61006,H,CAP,Annex II,lt,,Oficialus serijų išleidimas,61005.0,False,6
2084,61007,H,CAP,Annex II,lt,C,KITOS SĄLYGOS IR REIKALAVIMAI REGISTRUOTOJUI,61001.0,True,7
2085,61008,H,CAP,Annex II,lt,,Periodiškai atnaujinami saugumo protokolai (PASP),61007.0,True,8
2086,61009,H,CAP,Annex II,lt,D,"SĄLYGOS AR APRIBOJIMAI, SKIRTI SAUGIAM IR VEIKSMINGAM VAISTINIO PREPARATO VARTOJIMUI UŽTIKRINTI",61001.0,True,9
2087,61010,H,CAP,Annex II,lt,,Rizikos valdymo planas (RVP),61009.0,True,10
2088,61011,H,CAP,Annex II,lt,,Papildomos rizikos mažinimo priemonės,61009.0,False,11
2089,61012,H,CAP,Annex II,lt,,Įpareigojimas vykdyti poregistracines užduotis ,61009.0,False,12
2090,61013,H,CAP,Annex II,lt,E,SPECIFINIS ĮPAREIGOJIMAS ĮVYKDYTI POREGISTRACINES UŽDUOTIS <SĄLYGINĖS REGISTRACIJOS ATVEJU> <REGISTRACIJOS IŠIMTINĖMIS SĄLYGOMIS ATVEJU,61001.0,False,13
2091,62001,H,CAP,Labelling,lt,A,ŽENKLINIMAS,,True,1
2092,62002,H,CAP,Labelling,lt,,INFORMACIJA ANT <IŠORINĖS> <IR> <VIDINĖS> PAKUOTĖS,62001.0,True,2
2093,62003,H,CAP,Labelling,lt,1,VAISTINIO PREPARATO PAVADINIMAS,62002.0,True,3
2094,62004,H,CAP,Labelling,lt,2,VEIKLIOJI (-IOS) MEDŽIAGA (-OS) IR JOS (-Ų) KIEKIS (-IAI),62002.0,True,4
2095,62005,H,CAP,Labelling,lt,3,PAGALBINIŲ MEDŽIAGŲ SĄRAŠAS,62002.0,True,5
2096,62006,H,CAP,Labelling,lt,4,FARMACINĖ FORMA IR KIEKIS PAKUOTĖJE,62002.0,True,6
2097,62007,H,CAP,Labelling,lt,5,VARTOJIMO METODAS IR BŪDAS (-AI),62002.0,True,7
2098,62008,H,CAP,Labelling,lt,6,"SPECIALUS ĮSPĖJIMAS, KAD VAISTINĮ PREPARATĄ BŪTINA LAIKYTI VAIKAMS NEPASTEBIMOJE IR NEPASIEKIAMOJE VIETOJE",62002.0,True,8
2099,62009,H,CAP,Labelling,lt,7,KITAS (-I) SPECIALUS (-ŪS) ĮSPĖJIMAS (-AI) (JEI REIKIA),62002.0,True,9
2100,62010,H,CAP,Labelling,lt,8,TINKAMUMO LAIKAS,62002.0,True,10
2101,62011,H,CAP,Labelling,lt,9,SPECIALIOS LAIKYMO SĄLYGOS,62002.0,True,11
2102,62012,H,CAP,Labelling,lt,10,SPECIALIOS ATSARGUMO PRIEMONĖS DĖL NESUVARTOTO VAISTINIO PREPARATO AR JO ATLIEKŲ TVARKYMO (JEI REIKIA),62002.0,True,12
2103,62013,H,CAP,Labelling,lt,11,REGISTRUOTOJO PAVADINIMAS IR ADRESAS,62002.0,True,13
2104,62014,H,CAP,Labelling,lt,12,REGISTRACIJOS PAŽYMĖJIMO NUMERIS (-IAI) ,62002.0,True,14
2105,62015,H,CAP,Labelling,lt,13,"SERIJOS NUMERIS <, DONACIJA IR PREPARATO KODAI>",62002.0,True,15
2106,62016,H,CAP,Labelling,lt,14,PARDAVIMO (IŠDAVIMO) TVARKA,62002.0,True,16
2107,62017,H,CAP,Labelling,lt,15,VARTOJIMO INSTRUKCIJA,62002.0,True,17
2108,62018,H,CAP,Labelling,lt,16,INFORMACIJA BRAILIO RAŠTU,62002.0,True,18
2109,62019,H,CAP,Labelling,lt,17,UNIKALUS IDENTIFIKATORIUS – 2D BRŪKŠNINIS KODAS,62002.0,True,19
2110,62020,H,CAP,Labelling,lt,18,UNIKALUS IDENTIFIKATORIUS – ŽMONĖMS SUPRANTAMI DUOMENYS,62002.0,True,20
2111,62021,H,CAP,Labelling,lt,,MINIMALI INFORMACIJA ANT LIZDINIŲ PLOKŠTELIŲ ARBA DVISLUOKSNIŲ JUOSTELIŲ,62001.0,True,21
2112,62022,H,CAP,Labelling,lt,1,VAISTINIO PREPARATO PAVADINIMAS,62021.0,True,22
2113,62023,H,CAP,Labelling,lt,2,REGISTRUOTOJO PAVADINIMAS,62021.0,True,23
2114,62024,H,CAP,Labelling,lt,3,TINKAMUMO LAIKAS,62021.0,True,24
2115,62025,H,CAP,Labelling,lt,4,"SERIJOS NUMERIS <, DONACIJA IR PREPARATO KODAI>",62021.0,True,25
2116,62026,H,CAP,Labelling,lt,5,KITA,62021.0,True,26
2117,62027,H,CAP,Labelling,lt,,MINIMALI INFORMACIJA ANT MAŽŲ VIDINIŲ PAKUOČIŲ,62001.0,True,27
2118,62028,H,CAP,Labelling,lt,1,VAISTINIO PREPARATO PAVADINIMAS IR VARTOJIMO BŪDAS (-AI),62027.0,True,28
2119,62029,H,CAP,Labelling,lt,2,VARTOJIMO METODAS,62027.0,True,29
2120,62030,H,CAP,Labelling,lt,3,TINKAMUMO LAIKAS,62027.0,True,30
2121,62031,H,CAP,Labelling,lt,4,"SERIJOS NUMERIS <, DONACIJA IR PREPARATO KODAI>",62027.0,True,31
2122,62032,H,CAP,Labelling,lt,5,"KIEKIS (MASĖ, TŪRIS ARBA VIENETAI)",62027.0,True,32
2123,62033,H,CAP,Labelling,lt,6,KITA,62027.0,True,33
2124,63001,H,CAP,Package leaflet,lt,B,PAKUOTĖS LAPELIS,,True,1
2125,63002,H,CAP,Package leaflet,lt,,"qVykdoma papildoma šio vaisto stebėsena. Tai padės greitai nustatyti naują saugumo informaciją. Mums galite padėti pranešdami apie bet kokį Jums pasireiškiantį šalutinį poveikį. Apie tai, kaip pranešti apie šalutinį poveikį, žr. 4 skyriaus pabaigoje. ",63001.0,False,2
2126,63003,H,CAP,Package leaflet,lt,,Apie ką rašoma šiame lapelyje?,63001.0,True,3
2127,63004,H,CAP,Package leaflet,lt,1,Kas yra X ir kam jis vartojamas,63001.0,True,4
2128,63005,H,CAP,Package leaflet,lt,2,Kas žinotina prieš vartojant X,63001.0,True,5
2129,63006,H,CAP,Package leaflet,lt,,X vartoti negalima,63005.0,True,6
2130,63007,H,CAP,Package leaflet,lt,,Įspėjimai ir atsargumo priemonės,63005.0,True,7
2131,63008,H,CAP,Package leaflet,lt,,Vaikams <ir paaugliams>,63005.0,True,8
2132,63009,H,CAP,Package leaflet,lt,,Kiti vaistai ir X,63005.0,True,9
2133,63010,H,CAP,Package leaflet,lt,,"X vartojimas su <maistu> <ir> <,> <gėrimais> <ir> <alkoholiu>",63005.0,True,10
2134,63011,H,CAP,Package leaflet,lt,,"Nėštumas <ir> <,> žindymo laikotarpis <ir vaisingumas>",63005.0,True,11
2135,63012,H,CAP,Package leaflet,lt,,Vairavimas ir mechanizmų valdymas,63005.0,True,12
2136,63013,H,CAP,Package leaflet,lt,,X sudėtyje yra {pagalbinės (-ių) medžiagos (-ų) pavadinimas (-ai)},63005.0,False,13
2137,63014,H,CAP,Package leaflet,lt,3,Kaip vartoti X,63001.0,True,14
2138,63015,H,CAP,Package leaflet,lt,,Vartojimas vaikams <ir paaugliams>,63014.0,False,15
2139,63016,H,CAP,Package leaflet,lt,,Ką daryti pavartojus per didelę X dozę?,63014.0,False,16
2140,63017,H,CAP,Package leaflet,lt,,Pamiršus pavartoti X,63014.0,False,17
2141,63018,H,CAP,Package leaflet,lt,,Nustojus vartoti X,63014.0,False,18
2142,63019,H,CAP,Package leaflet,lt,4,Galimas šalutinis poveikis,63001.0,True,19
2143,63020,H,CAP,Package leaflet,lt,,"Kitas šalutinis poveikis, kuris gali pasireikšti vaikams <ir paaugliams>",63019.0,False,20
2144,63021,H,CAP,Package leaflet,lt,,Pranešimas apie šalutinį poveikį,63019.0,True,21
2145,63022,H,CAP,Package leaflet,lt,5,Kaip laikyti X,63001.0,True,22
2146,63023,H,CAP,Package leaflet,lt,6,Pakuotės turinys ir kita informacija,63001.0,True,23
2147,63024,H,CAP,Package leaflet,lt,,X sudėtis,63023.0,True,24
2148,63025,H,CAP,Package leaflet,lt,,X išvaizda ir kiekis pakuotėje,63023.0,True,25
2149,63026,H,CAP,Package leaflet,lt,,Registruotojas ir gamintojas,63023.0,True,26
2150,63027,H,CAP,Package leaflet,lt,,"Jeigu apie šį vaistą norite sužinoti daugiau, kreipkitės į vietinį registruotojo atstovą:",63023.0,False,27
2151,63028,H,CAP,Package leaflet,lt,,Šis pakuotės lapelis paskutinį kartą peržiūrėtas <{MMMM m. {mėnesio} mėn.}.>.,63023.0,True,28
2152,63029,H,CAP,Package leaflet,lt,,Kiti informacijos šaltiniai,63023.0,False,29
2153,63030,H,CAP,Package leaflet,lt,,Toliau pateikta informacija skirta tik sveikatos priežiūros specialistams.,63001.0,False,30
2154,64001,H,CAP,SmPC,lv,,ZĀĻU APRAKSTS,,True,1
2155,64002,H,CAP,SmPC,lv,,"qŠīm zālēm tiek piemērota papildu uzraudzība. Tādējādi būs iespējams ātri identificēt jaunāko informāciju par šo zāļu drošumu. Veselības aprūpes speciālisti tiek lūgti ziņot par jebkādām iespējamām nevēlamām blakusparādībām. Skatīt 4.8. apakšpunktu par to, kā ziņot par nevēlamām blakusparādībām.",64001.0,False,2
2156,64003,H,CAP,SmPC,lv,1,ZĀĻU NOSAUKUMS,64001.0,True,3
2157,64004,H,CAP,SmPC,lv,2,KVALITATĪVAIS UN KVANTITATĪVAIS SASTĀVS,64001.0,True,4
2158,64005,H,CAP,SmPC,lv,2.1,Vispārējs apraksts,64004.0,False,5
2159,64006,H,CAP,SmPC,lv,2.2,Kvalitatīvais un kvantitatīvais sastāvs,64004.0,False,6
2160,64007,H,CAP,SmPC,lv,,Palīgviela(-s) ar zināmu iedarbību,64006.0,False,7
2161,64008,H,CAP,SmPC,lv,3,ZĀĻU FORMA,64001.0,True,8
2162,64009,H,CAP,SmPC,lv,4,KLĪNISKĀ INFORMĀCIJA ,64001.0,True,9
2163,64010,H,CAP,SmPC,lv,4.1,Terapeitiskās indikācijas,64009.0,True,10
2164,64011,H,CAP,SmPC,lv,4.2,Devas un lietošanas veids,64009.0,True,11
2165,64012,H,CAP,SmPC,lv,,Devas ,64011.0,True,12
2166,64013,H,CAP,SmPC,lv,,Pediatriskā populācija,64012.0,True,13
2167,64014,H,CAP,SmPC,lv,,Lietošanas veids,64011.0,True,14
2168,64015,H,CAP,SmPC,lv,,Piesardzības pasākumi pirms zāļu lietošanas vai rīkošanās ar tām,64014.0,False,15
2169,64016,H,CAP,SmPC,lv,4.3,Kontrindikācijas ,64009.0,True,16
2170,64017,H,CAP,SmPC,lv,4.4,Īpaši brīdinājumi un piesardzība lietošanā,64009.0,True,17
2171,64018,H,CAP,SmPC,lv,,Izsekojamība,64017.0,False,18
2172,64019,H,CAP,SmPC,lv,,Pediatriskā populācija,64017.0,False,19
2173,64020,H,CAP,SmPC,lv,4.5,Mijiedarbība ar citām zālēm un citi mijiedarbības veidi,64009.0,True,20
2174,64021,H,CAP,SmPC,lv,,Pediatriskā populācija,64020.0,False,21
2175,64022,H,CAP,SmPC,lv,4.6,"Fertilitāte, grūtniecība un barošana ar krūti",64009.0,True,22
2176,64023,H,CAP,SmPC,lv,,Grūtniecība,64022.0,False,23
2177,64024,H,CAP,SmPC,lv,,Barošana ar krūti,64022.0,False,24
2178,64025,H,CAP,SmPC,lv,,Fertilitāte,64022.0,False,25
2179,64026,H,CAP,SmPC,lv,4.7,Ietekme uz spēju vadīt transportlīdzekļus un apkalpot mehānismus,64009.0,True,26
2180,64027,H,CAP,SmPC,lv,4.8,Nevēlamās blakusparādības,64009.0,True,27
2181,64028,H,CAP,SmPC,lv,,Pediatriskā populācija,64027.0,False,28
2182,64029,H,CAP,SmPC,lv,,Ziņošana par iespējamām nevēlamām blakusparādībām,64027.0,True,29
2183,64030,H,CAP,SmPC,lv,4.9,Pārdozēšana,64009.0,True,30
2184,64031,H,CAP,SmPC,lv,,Pediatriskā populācija,64030.0,False,31
2185,64032,H,CAP,SmPC,lv,5,FARMAKOLOĢISKĀS ĪPAŠĪBAS ,64001.0,True,32
2186,64033,H,CAP,SmPC,lv,5.1,Farmakodinamiskās īpašības,64032.0,True,33
2187,64034,H,CAP,SmPC,lv,,Darbības mehānisms,64033.0,False,34
2188,64035,H,CAP,SmPC,lv,,Farmakodinamiskā iedarbība,64033.0,False,35
2189,64036,H,CAP,SmPC,lv,,Klīniskā efektivitāte un drošums,64033.0,False,36
2190,64037,H,CAP,SmPC,lv,,Pediatriskā populācija,64033.0,False,37
2191,64038,H,CAP,SmPC,lv,5.2,Farmakokinētiskās īpašības,64032.0,True,38
2192,64039,H,CAP,SmPC,lv,,Uzsūkšanās,64038.0,False,39
2193,64040,H,CAP,SmPC,lv,,Izkliede,64038.0,False,40
2194,64041,H,CAP,SmPC,lv,,Biotransformācija,64038.0,False,41
2195,64042,H,CAP,SmPC,lv,,Eliminācija,64038.0,False,42
2196,64043,H,CAP,SmPC,lv,,Linearitāte/nelinearitāte,64038.0,False,43
2197,64044,H,CAP,SmPC,lv,,Farmakokinētiskā(-s)/farmakodinamiskā(-s) attiecība(-s),64038.0,False,44
2198,64045,H,CAP,SmPC,lv,5.3,Preklīniskie dati par drošumu,64032.0,True,45
2199,64046,H,CAP,SmPC,lv,,Vides riska novērtējums (VRN,64045.0,False,46
2200,64047,H,CAP,SmPC,lv,6,FARMACEITISKĀ INFORMĀCIJA,64001.0,True,47
2201,64048,H,CAP,SmPC,lv,6.1,Palīgvielu saraksts,64047.0,True,48
2202,64049,H,CAP,SmPC,lv,6.2,Nesaderība,64047.0,True,49
2203,64050,H,CAP,SmPC,lv,6.3,Uzglabāšanas laiks,64047.0,True,50
2204,64051,H,CAP,SmPC,lv,6.4,Īpaši uzglabāšanas nosacījumi,64047.0,True,51
2205,64052,H,CAP,SmPC,lv,6.5,"Iepakojuma veids un saturs <un īpašs aprīkojums lietošanai, ievadīšanai vai implantēšanai>",64047.0,True,52
2206,64053,H,CAP,SmPC,lv,6.6,Īpaši norādījumi atkritumu likvidēšanai <un citi norādījumi par rīkošanos>,64047.0,True,53
2207,64054,H,CAP,SmPC,lv,,Lietošana pediatriskā populācijā,64053.0,False,54
2208,64055,H,CAP,SmPC,lv,7,REĢISTRĀCIJAS APLIECĪBAS ĪPAŠNIEKS,64001.0,True,55
2209,64056,H,CAP,SmPC,lv,8,REĢISTRĀCIJAS APLIECĪBAS NUMURS(-I) ,64001.0,True,56
